5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0393325, 0.0547208, 0.0718903, 0.075946, 0.0312113, 0.0465613, 0.0556612, 0.0607156, 0.0317142, 0.0470695, 0.0564463, 0.0614293
5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0764771, 0.0917855, 0.127391, 0.130339, 0.0279897, 0.0432419, 0.0455224, 0.0518766, 0.028149, 0.0434039, 0.0457217, 0.0520601
5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0460938, 0.0616151, 0.0794861, 0.0835605, 0.0292159, 0.0446867, 0.0512602, 0.0567942, 0.0293974, 0.0448697, 0.0514597, 0.0569743
5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 0.0644764, 0.079784, 0.107838, 0.110811, 0.0291763, 0.0444446, 0.0466789, 0.0527073, 0.029324, 0.0445925, 0.0468302, 0.052841
5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 0.0703658, 0.0861496, 0.116219, 0.119652, 0.0285338, 0.0442596, 0.0487211, 0.0548072, 0.0287451, 0.0444739, 0.0489996, 0.0550604
5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 0.0615037, 0.0761351, 0.105965, 0.108703, 0.0297749, 0.0443505, 0.0473642, 0.0530513, 0.029892, 0.0444678, 0.04751, 0.0531763
5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 0.0533724, 0.0685486, 0.0895459, 0.0928774, 0.0277265, 0.0428713, 0.0450368, 0.050995, 0.0278423, 0.0429873, 0.0451785, 0.0511202
5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 0.0763674, 0.0918758, 0.127864, 0.130769, 0.0284181, 0.0438919, 0.0465858, 0.0527851, 0.0286194, 0.0440959, 0.0469782, 0.0531451
5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 0.0569435, 0.072436, 0.0952064, 0.0985721, 0.0275268, 0.0429886, 0.0448471, 0.0511314, 0.0276223, 0.0430843, 0.0449479, 0.0512225
5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 0.063692, 0.0793165, 0.107919, 0.111032, 0.0292699, 0.0448598, 0.0509401, 0.0565588, 0.0294381, 0.045029, 0.0511258, 0.0567266
5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 0.0703433, 0.0858396, 0.117962, 0.120793, 0.0272935, 0.0427553, 0.0445069, 0.0512583, 0.0275378, 0.0430014, 0.0449218, 0.0516351
5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0.078191, 0.0932043, 0.130056, 0.132301, 0.0322831, 0.0472694, 0.0587691, 0.0635098, 0.0324755, 0.0474628, 0.0589329, 0.0636596
4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0553683, 0.0697808, 0.0885211, 0.0921487, 0.0336673, 0.0480608, 0.0488768, 0.0547268, 0.0338127, 0.0482066, 0.0490976, 0.0549221
4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.050829, 0.0651039, 0.0815493, 0.0857722, 0.0328791, 0.047139, 0.0456677, 0.0523972, 0.0329599, 0.0472208, 0.0457983, 0.052512
4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0537589, 0.0682643, 0.0863384, 0.0903951, 0.0326606, 0.0471484, 0.0463964, 0.0527559, 0.0327588, 0.0472478, 0.04655, 0.0528915
4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 0.0514298, 0.0656666, 0.0803321, 0.0842478, 0.0372021, 0.0514302, 0.0521967, 0.0581437, 0.0373147, 0.0515437, 0.0523756, 0.0583018
4, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 0.0527932, 0.067542, 0.0843903, 0.0888781, 0.0328435, 0.047576, 0.0457626, 0.0526425, 0.0329328, 0.0476662, 0.0459023, 0.0527676
4, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 0.0479026, 0.0613876, 0.0812119, 0.0847329, 0.0342092, 0.0476796, 0.051033, 0.0568747, 0.0342597, 0.0477309, 0.0511307, 0.0569597
4, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 0.0515438, 0.0656907, 0.0850524, 0.0886622, 0.0332598, 0.0474003, 0.0489095, 0.054964, 0.0332802, 0.0474211, 0.0489565, 0.0550018
4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 0.0509308, 0.0654522, 0.0814213, 0.0858191, 0.0327545, 0.0472716, 0.0453309, 0.0521265, 0.032849, 0.0473672, 0.0454727, 0.0522523
4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 0.0504123, 0.0649094, 0.0824579, 0.0863623, 0.0329104, 0.0474022, 0.0472968, 0.0537267, 0.0329041, 0.0473964, 0.0472997, 0.053726
4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 0.054038, 0.0686367, 0.0865146, 0.0903822, 0.033737, 0.0483291, 0.0481477, 0.0543928, 0.0338618, 0.0484551, 0.0483298, 0.054553
4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 0.0519273, 0.0664308, 0.0839475, 0.0879042, 0.0327049, 0.0472016, 0.0455702, 0.0524951, 0.0327545, 0.047252, 0.0456512, 0.0525631
4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0.0622688, 0.076199, 0.10049, 0.103359, 0.0352716, 0.0491929, 0.0525345, 0.0579416, 0.035387, 0.0493088, 0.0527251, 0.0581141
4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0314808, 0.0471677, 0.0506387, 0.0566175, 0.0260364, 0.0416953, 0.0396125, 0.0466796, 0.0263088, 0.0419693, 0.0400413, 0.0470524
4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0335819, 0.0494293, 0.0560023, 0.0612131, 0.0276786, 0.0434945, 0.0441735, 0.0504801, 0.0279305, 0.0437473, 0.044528, 0.0507897
4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 0.0354863, 0.0512469, 0.0565079, 0.0617733, 0.026952, 0.0426826, 0.0410434, 0.0478328, 0.0271792, 0.0429108, 0.041359, 0.0481064
4, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 0.0320997, 0.0482306, 0.0529523, 0.0588326, 0.0263349, 0.0424348, 0.0416232, 0.0485293, 0.0265951, 0.0426962, 0.0420117, 0.0488672
4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 0.0356791, 0.0507846, 0.0583614, 0.0631943, 0.0276761, 0.0427464, 0.0430511, 0.0494099, 0.0277615, 0.0428324, 0.0431723, 0.0495112
4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 0.0334778, 0.0490474, 0.0548009, 0.0599383, 0.0258462, 0.0413969, 0.0419039, 0.0483481, 0.0259853, 0.0415358, 0.0421014, 0.0485187
4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 0.0319069, 0.0477811, 0.0515294, 0.0575011, 0.0259689, 0.0418211, 0.0397177, 0.0467911, 0.0261344, 0.0419878, 0.0399725, 0.0470265
4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 0.0339092, 0.0497703, 0.0552174, 0.0605282, 0.0256031, 0.0414429, 0.0406611, 0.0474516, 0.0257698, 0.0416095, 0.0409152, 0.0476737
4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 0.0342091, 0.0501484, 0.0570725, 0.0622928, 0.0268387, 0.0427558, 0.0422781, 0.048898, 0.0269885, 0.0429064, 0.0424943, 0.0490868
4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 0.0327301, 0.0485792, 0.0528537, 0.0585331, 0.0252617, 0.0410878, 0.0390069, 0.0463128, 0.0255006, 0.0413271, 0.0393548, 0.046614
4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0.0420725, 0.0573863, 0.0707776, 0.0749045, 0.0278566, 0.0431445, 0.0465971, 0.052533, 0.0280132, 0.0433014, 0.0468051, 0.0527138
4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0292239, 0.0450545, 0.0458384, 0.0524356, 0.0249337, 0.0407386, 0.0369421, 0.0444652, 0.0251327, 0.0409397, 0.0372838, 0.0447613
4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 0.0322329, 0.0479393, 0.048059, 0.0544319, 0.0254749, 0.041154, 0.0363223, 0.0440163, 0.0257718, 0.0414533, 0.0367871, 0.04442
4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 0.0281572, 0.044254, 0.0424916, 0.0498535, 0.024346, 0.0404179, 0.0352363, 0.0433337, 0.0246096, 0.0406845, 0.0356915, 0.0437312
4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 0.0339069, 0.0489417, 0.0535207, 0.05912, 0.0268108, 0.0418124, 0.0394286, 0.0465555, 0.0268343, 0.0418366, 0.0394581, 0.0465807
4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 0.0309877, 0.0465514, 0.0493262, 0.0554368, 0.0242552, 0.0398011, 0.03587, 0.0434366, 0.024311, 0.0398572, 0.0360068, 0.0435494
4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 0.0282555, 0.0441136, 0.0416907, 0.0489592, 0.0243701, 0.040208, 0.034415, 0.0424896, 0.0245334, 0.0403735, 0.0347057, 0.0427571
4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 0.0282894, 0.0441415, 0.0429227, 0.0498916, 0.0239367, 0.0397729, 0.034731, 0.0426588, 0.0240421, 0.0398789, 0.034941, 0.0428421
4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 0.0295213, 0.045441, 0.0460079, 0.052543, 0.0250417, 0.0409405, 0.0373478, 0.0448862, 0.0252333, 0.0411341, 0.0376853, 0.045179
4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 0.0276978, 0.0435296, 0.0405103, 0.0479695, 0.0235708, 0.0393842, 0.033326, 0.0417604, 0.0238854, 0.0397007, 0.0338625, 0.0422317
4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0.0383938, 0.0536738, 0.0625225, 0.0675304, 0.0272286, 0.0424853, 0.0429137, 0.0496136, 0.0273168, 0.0425738, 0.0431456, 0.0498148
4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 0.0328413, 0.0487346, 0.0517244, 0.0575954, 0.0260532, 0.0419199, 0.038761, 0.0459537, 0.0262206, 0.0420887, 0.0390102, 0.046168
4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16, 17, 0.0300979, 0.0463516, 0.0482774, 0.0547318, 0.025438, 0.0416635, 0.0391102, 0.0464189, 0.0256294, 0.0418566, 0.0394262, 0.0466922
4, 5, 6, 7, 9, 10, 12, 13, 14, 15, 16, 17, 0.0328916, 0.0481233, 0.0528342, 0.0583641, 0.0270278, 0.042228, 0.0410322, 0.0478137, 0.0270781, 0.0422791, 0.0411228, 0.0478886
4, 5, 6, 7, 9, 10, 11, 13, 14, 15, 16, 17, 0.033638, 0.0493513, 0.0545879, 0.0599523, 0.0249382, 0.0406307, 0.0393007, 0.0461684, 0.0250012, 0.0406939, 0.0394023, 0.0462548
4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16, 17, 0.0297713, 0.0457881, 0.0463285, 0.0529822, 0.0250263, 0.0410215, 0.0372587, 0.0447561, 0.0251405, 0.0411369, 0.0374496, 0.0449328
4, 5, 6, 7, 9, 10, 11, 12, 13, 15, 16, 17, 0.0299172, 0.045918, 0.0479729, 0.0541284, 0.0246537, 0.0406371, 0.0380597, 0.0452929, 0.0247579, 0.0407416, 0.0382303, 0.0454415
4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 0.0319931, 0.0480788, 0.0526157, 0.058396, 0.0257727, 0.0418365, 0.0398817, 0.0469152, 0.0258952, 0.0419599, 0.0400759, 0.0470835
4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 17, 0.0298837, 0.0458751, 0.0466841, 0.0532028, 0.0242719, 0.0402424, 0.0364275, 0.0442005, 0.0244566, 0.0404278, 0.0367189, 0.0444511
4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 0.0354364, 0.0508878, 0.0587866, 0.0638787, 0.0272568, 0.0426861, 0.0445923, 0.050938, 0.0274737, 0.0429041, 0.0449278, 0.0512281
4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 0.0320803, 0.0482341, 0.0488246, 0.0553672, 0.0258195, 0.0419467, 0.0375925, 0.0452654, 0.0261504, 0.0422801, 0.0381012, 0.0457058
4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 0.0372435, 0.0522928, 0.0611831, 0.0659151, 0.0277849, 0.0428038, 0.0419067, 0.048643, 0.027826, 0.0428455, 0.0419588, 0.0486873
