20,LS,0.417697,0.469855
20,OSL,0.269668,0.351687
20,MPLE,0.246537,0.334157
10,LS,0.2124,0.239214
10,OSL,0.191175,0.222008
10,MPLE,0.211,0.24678
5,LS,0.110483,0.125623
5,OSL,0.1057,0.122237
5,MPLE,0.103665,0.119777
3,LS,0.0714908,0.0844114
3,OSL,0.0617157,0.0722739
3,MPLE,0.0603279,0.0703987
1,LS,0.0350214,0.0535623
1,OSL,0.0188339,0.0219084
1,MPLE,0.018785,0.02183
