6, 7, 8, 9, 10, 11, 0.2477, 0.256675, 0.41512, 0.415395, 0.206767, 0.215698, 0.363082, 0.363338, 0.179773, 0.188702, 0.302976, 0.303242
5, 7, 8, 9, 10, 11, 0.173171, 0.18483, 0.29331, 0.294089, 0.145243, 0.156845, 0.256197, 0.257034, 0.131233, 0.142837, 0.208906, 0.20989
5, 6, 8, 9, 10, 11, 0.151807, 0.162455, 0.250468, 0.251308, 0.121274, 0.13188, 0.19458, 0.195594, 0.119512, 0.130117, 0.189881, 0.1909
5, 6, 7, 9, 10, 11, 0.156871, 0.167445, 0.25543, 0.255994, 0.129874, 0.140415, 0.204053, 0.204756, 0.129415, 0.139952, 0.203452, 0.204146
5, 6, 7, 8, 10, 11, 0.175036, 0.185657, 0.29537, 0.296102, 0.150687, 0.161268, 0.264273, 0.265054, 0.135373, 0.145957, 0.217927, 0.21883
5, 6, 7, 8, 9, 11, 0.154501, 0.165147, 0.257166, 0.257874, 0.1329, 0.143515, 0.213286, 0.214119, 0.132159, 0.142782, 0.212696, 0.213529
5, 6, 7, 8, 9, 10, 0.159913, 0.170502, 0.26168, 0.262176, 0.132129, 0.142699, 0.207521, 0.208206, 0.132274, 0.142849, 0.208551, 0.209224
4, 7, 8, 9, 10, 11, 0.156801, 0.167864, 0.272617, 0.273233, 0.134917, 0.145916, 0.239984, 0.240603, 0.119899, 0.1309, 0.190196, 0.190946
4, 6, 8, 9, 10, 11, 0.138499, 0.148569, 0.225617, 0.22627, 0.110523, 0.120534, 0.173389, 0.174142, 0.108106, 0.118103, 0.168256, 0.169003
4, 6, 7, 9, 10, 11, 0.143427, 0.153327, 0.230655, 0.230965, 0.117322, 0.12718, 0.18063, 0.181021, 0.116592, 0.126453, 0.179085, 0.179484
4, 6, 7, 8, 10, 11, 0.159919, 0.169815, 0.273728, 0.274273, 0.138489, 0.148336, 0.240618, 0.241164, 0.123693, 0.133545, 0.196541, 0.197184
4, 6, 7, 8, 9, 11, 0.139667, 0.14978, 0.23015, 0.23068, 0.117772, 0.127844, 0.184629, 0.185259, 0.117276, 0.127346, 0.184094, 0.184723
4, 6, 7, 8, 9, 10, 0.145067, 0.155126, 0.234827, 0.235122, 0.119906, 0.129936, 0.184406, 0.184846, 0.119313, 0.129342, 0.182967, 0.183414
4, 5, 8, 9, 10, 11, 0.150994, 0.162566, 0.281401, 0.282228, 0.140593, 0.152124, 0.264923, 0.265758, 0.115138, 0.126681, 0.184238, 0.185384
4, 5, 7, 9, 10, 11, 0.167288, 0.178876, 0.312957, 0.313392, 0.154078, 0.165638, 0.288204, 0.288667, 0.12191, 0.133551, 0.192582, 0.193488
4, 5, 7, 8, 10, 11, 0.145598, 0.157036, 0.224478, 0.22544, 0.132645, 0.144083, 0.209013, 0.210031, 0.138615, 0.150044, 0.216706, 0.217676
4, 5, 7, 8, 9, 11, 0.166086, 0.177574, 0.317846, 0.318428, 0.15819, 0.169658, 0.300276, 0.300878, 0.121404, 0.132902, 0.194216, 0.195204
4, 5, 7, 8, 9, 10, 0.169716, 0.181102, 0.317857, 0.318093, 0.157614, 0.168995, 0.294363, 0.294647, 0.126053, 0.137556, 0.198166, 0.198993
4, 5, 6, 9, 10, 11, 0.125693, 0.136355, 0.201814, 0.202604, 0.109861, 0.120499, 0.170104, 0.171043, 0.110174, 0.120803, 0.170793, 0.171714
4, 5, 6, 8, 10, 11, 0.15029, 0.16097, 0.264846, 0.265708, 0.137161, 0.147808, 0.243833, 0.244732, 0.122857, 0.133517, 0.196618, 0.197696
4, 5, 6, 8, 9, 11, 0.127761, 0.138468, 0.210139, 0.211034, 0.112702, 0.123382, 0.1775, 0.178538, 0.111687, 0.122372, 0.17556, 0.176612
4, 5, 6, 8, 9, 10, 0.128346, 0.138835, 0.206855, 0.20758, 0.112065, 0.122541, 0.172879, 0.173793, 0.111282, 0.121759, 0.170826, 0.171755
4, 5, 6, 7, 10, 11, 0.154755, 0.165454, 0.269902, 0.270448, 0.143368, 0.154048, 0.250116, 0.250693, 0.12738, 0.138104, 0.202896, 0.203694
4, 5, 6, 7, 9, 11, 0.134584, 0.14504, 0.219584, 0.220106, 0.119643, 0.130091, 0.187061, 0.187727, 0.118618, 0.129071, 0.184658, 0.18535
4, 5, 6, 7, 9, 10, 0.142581, 0.152798, 0.228842, 0.229064, 0.127052, 0.137269, 0.196126, 0.196531, 0.12431, 0.134565, 0.188717, 0.18921
4, 5, 6, 7, 8, 11, 0.150517, 0.161115, 0.265353, 0.266069, 0.143355, 0.153933, 0.251108, 0.251846, 0.128117, 0.138721, 0.20428, 0.205207
4, 5, 6, 7, 8, 10, 0.157793, 0.168337, 0.276798, 0.277246, 0.14616, 0.156703, 0.254517, 0.255019, 0.130505, 0.141107, 0.207261, 0.208022
4, 5, 6, 7, 8, 9, 0.148221, 0.158607, 0.242474, 0.2429, 0.126288, 0.136671, 0.196936, 0.197526, 0.124182, 0.134584, 0.191093, 0.191749
3, 7, 8, 9, 10, 11, 0.134444, 0.144504, 0.211079, 0.211656, 0.117595, 0.127624, 0.186803, 0.1874, 0.116519, 0.126548, 0.184022, 0.184624
3, 6, 8, 9, 10, 11, 0.130865, 0.140024, 0.200102, 0.200727, 0.112964, 0.122094, 0.173388, 0.174046, 0.112497, 0.121631, 0.171811, 0.172475
3, 6, 7, 9, 10, 11, 0.133462, 0.142252, 0.202684, 0.202927, 0.118447, 0.127193, 0.180121, 0.180361, 0.11792, 0.126675, 0.178343, 0.17859
3, 6, 7, 8, 10, 11, 0.144075, 0.152998, 0.227669, 0.228169, 0.130891, 0.139782, 0.208794, 0.209295, 0.128823, 0.137746, 0.204331, 0.204858
3, 6, 7, 8, 9, 11, 0.125364, 0.134474, 0.192948, 0.193458, 0.114178, 0.123234, 0.175534, 0.176048, 0.113614, 0.122685, 0.173742, 0.174271
3, 6, 7, 8, 9, 10, 0.133162, 0.142165, 0.203317, 0.203549, 0.121936, 0.130906, 0.185783, 0.186032, 0.121334, 0.130308, 0.183576, 0.183834
3, 5, 8, 9, 10, 11, 0.118219, 0.129148, 0.186341, 0.187405, 0.107541, 0.11844, 0.171524, 0.172647, 0.106794, 0.117695, 0.169553, 0.170688
3, 5, 7, 9, 10, 11, 0.121813, 0.132729, 0.189773, 0.190596, 0.113332, 0.124224, 0.178273, 0.17913, 0.112735, 0.123627, 0.176661, 0.177524
