1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0.0853545, 0.0984295, 0.121334, 0.123769, 0.072038, 0.0849948, 0.101956, 0.104685, 0.0720629, 0.0850199, 0.102012, 0.104739
0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0.0944674, 0.106418, 0.133763, 0.135631, 0.0784405, 0.0902952, 0.110682, 0.112797, 0.0786244, 0.0904788, 0.110964, 0.113073
0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0.101427, 0.11452, 0.139161, 0.141291, 0.0809381, 0.0939391, 0.109505, 0.112037, 0.0812834, 0.0942844, 0.109954, 0.112476
0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 0.0739646, 0.0859855, 0.11425, 0.116713, 0.075121, 0.0870822, 0.114093, 0.116491, 0.0751153, 0.0870762, 0.114089, 0.116487
0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 0.0937934, 0.104191, 0.131538, 0.133157, 0.0796643, 0.0900276, 0.112222, 0.11405, 0.0797098, 0.0900776, 0.112261, 0.114092
0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 0.103296, 0.11415, 0.145639, 0.146713, 0.0942943, 0.105084, 0.130093, 0.131201, 0.0942545, 0.105053, 0.130074, 0.13119
0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 0.146967, 0.160398, 0.26115, 0.262031, 0.137286, 0.150734, 0.251071, 0.252007, 0.138589, 0.152035, 0.253134, 0.25406
0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 0.0707506, 0.079686, 0.104003, 0.105481, 0.0712371, 0.0801682, 0.104759, 0.106224, 0.071231, 0.0801677, 0.104752, 0.106223
0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 0.111779, 0.121149, 0.156358, 0.1563, 0.107555, 0.116969, 0.150229, 0.150219, 0.107754, 0.117157, 0.150512, 0.150493
0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 0.185793, 0.195397, 0.321317, 0.321808, 0.156949, 0.16658, 0.285763, 0.286348, 0.163152, 0.172778, 0.294332, 0.294893
0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0.0897968, 0.0976564, 0.132453, 0.132936, 0.0888601, 0.0967393, 0.130507, 0.131026, 0.0887606, 0.0966483, 0.130375, 0.130904
0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0.151886, 0.158787, 0.220592, 0.219384, 0.148664, 0.155622, 0.214012, 0.21282, 0.148681, 0.155628, 0.214062, 0.212862
