8, 9, 10, 11, 0.297689, 0.307487, 0.513482, 0.513688, 0.262402, 0.272193, 0.460395, 0.460607, 0.202879, 0.212675, 0.330396, 0.330619
7, 9, 10, 11, 0.21177, 0.220839, 0.367262, 0.36732, 0.201322, 0.210392, 0.35031, 0.350368, 0.171746, 0.180823, 0.284451, 0.284505
7, 8, 10, 11, 0.288169, 0.298021, 0.497222, 0.497535, 0.197218, 0.20708, 0.348225, 0.348661, 0.182826, 0.192664, 0.300368, 0.300785
7, 8, 9, 11, 0.218251, 0.228256, 0.382481, 0.382752, 0.211585, 0.221591, 0.373068, 0.373349, 0.177558, 0.187561, 0.301521, 0.301822
7, 8, 9, 10, 0.202463, 0.212607, 0.35209, 0.352256, 0.195645, 0.205794, 0.339752, 0.339931, 0.171699, 0.181859, 0.283318, 0.283546
6, 9, 10, 11, 0.233683, 0.240482, 0.398672, 0.398592, 0.232126, 0.238923, 0.39919, 0.399116, 0.190798, 0.197577, 0.313202, 0.313067
6, 8, 10, 11, 0.247268, 0.255081, 0.415778, 0.415969, 0.224537, 0.232349, 0.385157, 0.385356, 0.186268, 0.194167, 0.302646, 0.302914
6, 8, 9, 11, 0.213732, 0.222453, 0.365494, 0.365748, 0.203586, 0.212294, 0.352322, 0.352567, 0.177315, 0.186036, 0.291804, 0.292075
6, 8, 9, 10, 0.216773, 0.225521, 0.369808, 0.369803, 0.209886, 0.218629, 0.360366, 0.360366, 0.182906, 0.191666, 0.299355, 0.29937
6, 7, 10, 11, 0.214358, 0.221468, 0.364801, 0.364778, 0.212817, 0.219926, 0.365194, 0.365184, 0.180256, 0.187374, 0.292161, 0.29211
6, 7, 9, 11, 0.205637, 0.213173, 0.350644, 0.350534, 0.198291, 0.205816, 0.339024, 0.338908, 0.174633, 0.182157, 0.287624, 0.287492
6, 7, 9, 10, 0.212977, 0.220406, 0.360599, 0.360219, 0.2017, 0.209124, 0.342689, 0.342308, 0.179646, 0.187064, 0.291476, 0.291081
6, 7, 8, 11, 0.234758, 0.242373, 0.399208, 0.399376, 0.230722, 0.238323, 0.396824, 0.396988, 0.196791, 0.20441, 0.326169, 0.326321
6, 7, 8, 10, 0.211917, 0.220256, 0.359912, 0.360001, 0.203672, 0.212011, 0.347951, 0.348046, 0.17482, 0.183171, 0.284206, 0.284314
6, 7, 8, 9, 0.22544, 0.234517, 0.38637, 0.386368, 0.220083, 0.229153, 0.377422, 0.377414, 0.196188, 0.205253, 0.325849, 0.325861
5, 9, 10, 11, 0.148188, 0.158852, 0.263255, 0.263789, 0.142424, 0.153089, 0.253308, 0.253875, 0.122657, 0.133362, 0.189692, 0.19046
5, 8, 10, 11, 0.166355, 0.177388, 0.260362, 0.261163, 0.152921, 0.163974, 0.238247, 0.239158, 0.158306, 0.169346, 0.247565, 0.248421
5, 8, 9, 11, 0.153774, 0.16433, 0.277507, 0.278123, 0.150743, 0.161297, 0.271902, 0.272538, 0.123689, 0.134277, 0.193916, 0.194788
5, 8, 9, 10, 0.148128, 0.158777, 0.264021, 0.26451, 0.144733, 0.155389, 0.256704, 0.257221, 0.12547, 0.136189, 0.194156, 0.194946
5, 7, 10, 11, 0.148945, 0.159978, 0.233158, 0.233978, 0.14223, 0.153264, 0.224204, 0.225059, 0.141561, 0.152593, 0.221672, 0.222528
5, 7, 9, 11, 0.179281, 0.189808, 0.331634, 0.331939, 0.174695, 0.185225, 0.320005, 0.320331, 0.13109, 0.141671, 0.206649, 0.207274
5, 7, 9, 10, 0.157239, 0.167551, 0.273854, 0.274047, 0.15572, 0.166039, 0.270152, 0.270359, 0.138299, 0.148694, 0.214271, 0.21473
5, 7, 8, 11, 0.147743, 0.158568, 0.231828, 0.232684, 0.13799, 0.148826, 0.216709, 0.217626, 0.137182, 0.148014, 0.214311, 0.215228
5, 7, 8, 10, 0.152135, 0.163176, 0.23802, 0.238762, 0.145536, 0.156582, 0.227291, 0.228092, 0.144367, 0.15541, 0.223712, 0.224522
5, 7, 8, 9, 0.18085, 0.191308, 0.329504, 0.329704, 0.177042, 0.187507, 0.319811, 0.32003, 0.13945, 0.149997, 0.216089, 0.216669
5, 6, 10, 11, 0.144742, 0.154783, 0.246511, 0.247106, 0.138814, 0.148854, 0.235707, 0.23634, 0.126692, 0.136771, 0.19904, 0.199796
5, 6, 9, 11, 0.143369, 0.153034, 0.234785, 0.235211, 0.126962, 0.136623, 0.200178, 0.200711, 0.126012, 0.13567, 0.199259, 0.199787
5, 6, 9, 10, 0.14662, 0.155909, 0.236787, 0.236947, 0.128366, 0.137658, 0.198322, 0.19862, 0.129048, 0.138324, 0.201043, 0.201303
5, 6, 8, 11, 0.150383, 0.160466, 0.25796, 0.25866, 0.147605, 0.157687, 0.252146, 0.25287, 0.130061, 0.140178, 0.204414, 0.205286
5, 6, 8, 10, 0.146916, 0.157016, 0.252003, 0.252575, 0.143016, 0.153121, 0.243831, 0.244435, 0.129379, 0.13953, 0.203218, 0.203982
5, 6, 8, 9, 0.155588, 0.165299, 0.253457, 0.253877, 0.135011, 0.144723, 0.212088, 0.21261, 0.134143, 0.143865, 0.210989, 0.211525
5, 6, 7, 11, 0.160225, 0.170112, 0.277121, 0.277545, 0.157438, 0.167325, 0.269584, 0.270028, 0.134254, 0.144177, 0.209775, 0.210387
5, 6, 7, 10, 0.164173, 0.173848, 0.281796, 0.282016, 0.161961, 0.171641, 0.276286, 0.276518, 0.143634, 0.153359, 0.225209, 0.225609
5, 6, 7, 9, 0.191438, 0.20053, 0.314593, 0.314608, 0.166559, 0.175655, 0.269105, 0.269175, 0.162377, 0.171502, 0.259321, 0.259441
5, 6, 7, 8, 0.168167, 0.17814, 0.291054, 0.291394, 0.164415, 0.174391, 0.281727, 0.282084, 0.139101, 0.149127, 0.21569, 0.216269
4, 9, 10, 11, 0.138421, 0.148216, 0.246422, 0.2465, 0.132309, 0.142098, 0.234175, 0.234249, 0.113841, 0.123757, 0.176039, 0.176435
4, 8, 10, 11, 0.139525, 0.150106, 0.220037, 0.220798, 0.133037, 0.143631, 0.20779, 0.208624, 0.131941, 0.142529, 0.205286, 0.206122
4, 8, 9, 11, 0.149326, 0.159422, 0.274875, 0.275125, 0.14532, 0.155411, 0.266134, 0.266389, 0.120448, 0.130594, 0.194664, 0.195138
4, 8, 9, 10, 0.145944, 0.155931, 0.266977, 0.26701, 0.141094, 0.151095, 0.253744, 0.253819, 0.116423, 0.126575, 0.179651, 0.180131
4, 7, 10, 11, 0.131572, 0.142037, 0.202859, 0.203526, 0.129095, 0.139552, 0.199663, 0.200332, 0.128085, 0.138541, 0.197182, 0.197856
4, 7, 9, 11, 0.159286, 0.169186, 0.294294, 0.294248, 0.155801, 0.165695, 0.283884, 0.283838, 0.119051, 0.129064, 0.185462, 0.185787
4, 7, 9, 10, 0.169865, 0.179495, 0.307348, 0.307066, 0.162656, 0.172293, 0.289938, 0.289683, 0.128032, 0.137831, 0.195812, 0.195957
4, 7, 8, 11, 0.131927, 0.142298, 0.204873, 0.205652, 0.126821, 0.137187, 0.19651, 0.197309, 0.125729, 0.136093, 0.19406, 0.194865
4, 7, 8, 10, 0.131204, 0.141771, 0.201901, 0.202568, 0.130255, 0.140816, 0.201022, 0.201695, 0.129545, 0.140107, 0.199023, 0.199699
4, 7, 8, 9, 0.172734, 0.18268, 0.317561, 0.317429, 0.164489, 0.174436, 0.298704, 0.298583, 0.123699, 0.13381, 0.190864, 0.191226
4, 6, 10, 11, 0.135462, 0.144592, 0.23153, 0.231704, 0.13031, 0.139438, 0.220397, 0.220587, 0.117758, 0.126965, 0.18303, 0.183409
4, 6, 9, 11, 0.136293, 0.145127, 0.221514, 0.221457, 0.119153, 0.127995, 0.1857, 0.185733, 0.119266, 0.128101, 0.186049, 0.186063
4, 6, 9, 10, 0.137767, 0.14607, 0.219523, 0.219196, 0.120685, 0.128992, 0.183628, 0.18339, 0.119655, 0.12797, 0.180821, 0.180609
4, 6, 8, 11, 0.144649, 0.154014, 0.251039, 0.251411, 0.14087, 0.150232, 0.241876, 0.242264, 0.120946, 0.130375, 0.189734, 0.19033
4, 6, 8, 10, 0.137247, 0.146627, 0.235926, 0.236142, 0.132882, 0.14227, 0.224848, 0.225098, 0.119975, 0.129444, 0.186722, 0.187162
4, 6, 8, 9, 0.142949, 0.151859, 0.23086, 0.230881, 0.121921, 0.130844, 0.188248, 0.188361, 0.122662, 0.131574, 0.190227, 0.190329
4, 6, 7, 11, 0.146443, 0.155633, 0.25458, 0.254647, 0.1432, 0.152385, 0.244357, 0.244437, 0.122778, 0.13204, 0.18985, 0.190135
4, 6, 7, 10, 0.160402, 0.169341, 0.276828, 0.276661, 0.153465, 0.162411, 0.259682, 0.259544, 0.13328, 0.142312, 0.205403, 0.205467
4, 6, 7, 9, 0.174524, 0.182602, 0.285248, 0.284833, 0.14776, 0.155837, 0.234574, 0.234184, 0.14214, 0.15029, 0.219572, 0.219306
4, 6, 7, 8, 0.155537, 0.164837, 0.271861, 0.271895, 0.14857, 0.157872, 0.254145, 0.254205, 0.125358, 0.134758, 0.193323, 0.193642
4, 5, 10, 11, 0.133808, 0.144928, 0.207234, 0.208246, 0.134303, 0.145423, 0.208753, 0.209758, 0.134808, 0.145921, 0.209026, 0.210019
4, 5, 9, 11, 0.179666, 0.190106, 0.340155, 0.340103, 0.176237, 0.186676, 0.331047, 0.331005, 0.124685, 0.135306, 0.202261, 0.202782
4, 5, 9, 10, 0.181435, 0.191459, 0.334241, 0.333936, 0.173284, 0.183328, 0.316394, 0.316135, 0.124597, 0.134948, 0.192955, 0.193474
4, 5, 8, 11, 0.177983, 0.188636, 0.274834, 0.27555, 0.176563, 0.187227, 0.272926, 0.273657, 0.174668, 0.185324, 0.268426, 0.269169
4, 5, 8, 10, 0.136498, 0.147476, 0.209936, 0.210859, 0.13702, 0.148, 0.211667, 0.212584, 0.13563, 0.146607, 0.20857, 0.2095
4, 5, 8, 9, 0.202168, 0.21228, 0.380661, 0.380386, 0.190686, 0.200812, 0.356573, 0.356325, 0.125519, 0.135951, 0.198065, 0.198627
4, 5, 7, 11, 0.130902, 0.141901, 0.203107, 0.20405, 0.12973, 0.140725, 0.201567, 0.202512, 0.131433, 0.142424, 0.204257, 0.205181
4, 5, 7, 10, 0.157124, 0.167644, 0.239014, 0.239578, 0.158894, 0.169409, 0.243782, 0.244326, 0.158169, 0.168685, 0.241617, 0.24217
