2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0.104228, 0.116424, 0.153928, 0.155594, 0.0870726, 0.0991566, 0.12869, 0.130537, 0.0890369, 0.101133, 0.131203, 0.133027
1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0.102961, 0.115704, 0.146722, 0.148617, 0.0828009, 0.0954365, 0.11673, 0.118942, 0.0828715, 0.0955086, 0.116833, 0.119045
1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 0.0855283, 0.0980648, 0.128051, 0.130339, 0.0770658, 0.0895098, 0.113393, 0.115863, 0.0771175, 0.0895615, 0.113482, 0.11595
1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 0.0915177, 0.103167, 0.129288, 0.131241, 0.0743449, 0.0859275, 0.104316, 0.106628, 0.0744071, 0.0859919, 0.10437, 0.106684
1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 0.0955369, 0.107255, 0.13526, 0.136866, 0.0821798, 0.0938136, 0.114257, 0.116063, 0.082154, 0.0937912, 0.114218, 0.116028
1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 0.113675, 0.126907, 0.18775, 0.189424, 0.10544, 0.118635, 0.177578, 0.179342, 0.105812, 0.119006, 0.178223, 0.179984
1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 0.0771524, 0.08821, 0.111908, 0.11386, 0.071544, 0.082551, 0.103412, 0.105504, 0.0715362, 0.0825451, 0.103399, 0.105493
1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 0.0968622, 0.108032, 0.136744, 0.137945, 0.0898749, 0.10103, 0.126104, 0.127457, 0.0898514, 0.101011, 0.126059, 0.127419
1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 0.133179, 0.14445, 0.217518, 0.219041, 0.114583, 0.12582, 0.193752, 0.195409, 0.114567, 0.125803, 0.194156, 0.195812
1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0.0850074, 0.0954886, 0.123643, 0.125167, 0.080149, 0.090605, 0.115483, 0.117155, 0.080082, 0.0905419, 0.115375, 0.117053
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0.11541, 0.125437, 0.166795, 0.167508, 0.109199, 0.119228, 0.156024, 0.156891, 0.109141, 0.11917, 0.155936, 0.156806
0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0.108776, 0.120832, 0.155051, 0.156664, 0.0894402, 0.101397, 0.127623, 0.129435, 0.0897557, 0.101716, 0.128066, 0.129876
