5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0901081, 0.105673, 0.151264, 0.153388, 0.0305429, 0.0460551, 0.0512833, 0.0569678, 0.0307805, 0.0462958, 0.0516404, 0.0572896
4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0630093, 0.0773742, 0.10063, 0.103809, 0.0366669, 0.0510162, 0.0513567, 0.0574906, 0.0367537, 0.0511041, 0.0514981, 0.0576143
4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0382063, 0.0541952, 0.0629044, 0.0677701, 0.027887, 0.0438397, 0.0437986, 0.0503912, 0.0281684, 0.0441223, 0.0442163, 0.0507544
4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0332709, 0.0492362, 0.050951, 0.057299, 0.0259487, 0.0418821, 0.0373515, 0.0451586, 0.0262412, 0.0421772, 0.0378337, 0.0455768
4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0348556, 0.0510086, 0.0564814, 0.0620694, 0.0267522, 0.0428717, 0.0408561, 0.0479492, 0.0269692, 0.0430903, 0.0412041, 0.0482499
4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 0.0393023, 0.0553514, 0.0594616, 0.0648345, 0.0277838, 0.0438004, 0.0404739, 0.0477237, 0.0279914, 0.0440096, 0.0407881, 0.0479941
4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 0.0340706, 0.0505512, 0.053401, 0.0597561, 0.0262838, 0.0427323, 0.039113, 0.0468302, 0.0265589, 0.0430096, 0.0395659, 0.0472216
4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 0.0423638, 0.0576304, 0.0687882, 0.0731507, 0.0288876, 0.0441113, 0.0435447, 0.0502898, 0.0289396, 0.0441642, 0.0436727, 0.0503957
4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 0.0384072, 0.0542404, 0.0617634, 0.0666863, 0.0262787, 0.0420903, 0.039864, 0.0469195, 0.0263397, 0.0421515, 0.0400268, 0.0470535
4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 0.0340659, 0.0502662, 0.0516508, 0.0580307, 0.026363, 0.042538, 0.0381356, 0.0458132, 0.0265159, 0.0426924, 0.0383888, 0.0460427
4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 0.0359962, 0.0521862, 0.0566298, 0.0622123, 0.0258648, 0.0420336, 0.0385111, 0.0460049, 0.0259714, 0.0421409, 0.0387392, 0.0462038
4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 0.0352453, 0.0515338, 0.0563311, 0.0619067, 0.0271279, 0.0433928, 0.0415336, 0.0486332, 0.0272667, 0.0435329, 0.0417508, 0.0488212
4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 0.0346466, 0.0508165, 0.0531486, 0.0592271, 0.0253584, 0.041505, 0.0367691, 0.0448994, 0.0255863, 0.0417339, 0.0371335, 0.045215
4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0.0498271, 0.0653633, 0.0827273, 0.0863416, 0.0296463, 0.0451576, 0.0480569, 0.0542259, 0.0297228, 0.0452344, 0.0481837, 0.0543359
3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0713992, 0.0855504, 0.119623, 0.122051, 0.0285495, 0.0426416, 0.0423905, 0.0485554, 0.0286678, 0.0427618, 0.0425563, 0.048702
3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0327042, 0.0482176, 0.0610037, 0.0655668, 0.0306083, 0.0460646, 0.0530761, 0.0582822, 0.0304275, 0.0458877, 0.052956, 0.0581715
3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0294432, 0.0449812, 0.0485593, 0.0546322, 0.0262089, 0.0416821, 0.0428721, 0.0494618, 0.0259947, 0.0414737, 0.0427078, 0.049319
3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0295187, 0.0452229, 0.0526836, 0.058076, 0.0282763, 0.043922, 0.0486743, 0.0544078, 0.0277827, 0.0434345, 0.0482937, 0.0540638
3, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 0.0322703, 0.04792, 0.0537127, 0.0590064, 0.0257111, 0.0412994, 0.0425911, 0.0491647, 0.0257391, 0.0413307, 0.0426788, 0.0492354
3, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 0.0290305, 0.0450875, 0.0499394, 0.0560383, 0.026442, 0.0424363, 0.0453212, 0.0517704, 0.0260815, 0.042083, 0.0450369, 0.0515161
