5, 11, 15, 16, 0.030613, 0.0455846, 0.0534105, 0.0588941, 0.0343663, 0.0493252, 0.0565025, 0.0617537, 0.035012, 0.0499693, 0.0571167, 0.0623428
5, 11, 14, 16, 0.0390491, 0.0539721, 0.0621529, 0.0669634, 0.0394814, 0.0544022, 0.0617918, 0.0666123, 0.0395782, 0.0544985, 0.0617482, 0.0665734
5, 11, 14, 15, 0.0290189, 0.0439522, 0.0501314, 0.0560704, 0.0321662, 0.0470904, 0.0527103, 0.0583455, 0.0324149, 0.0473371, 0.0528365, 0.0584713
5, 11, 13, 16, 0.0376478, 0.0526102, 0.0606389, 0.0655832, 0.0394559, 0.0544121, 0.0619919, 0.0668654, 0.0396682, 0.0546241, 0.0620558, 0.0669221
5, 11, 13, 15, 0.0398267, 0.0547516, 0.06401, 0.0686681, 0.0417321, 0.0566523, 0.0655842, 0.0702003, 0.0418689, 0.0567884, 0.0656679, 0.0702624
5, 11, 13, 14, 0.0337782, 0.0486814, 0.0557575, 0.0611315, 0.0371777, 0.0520743, 0.0588627, 0.0640263, 0.0370787, 0.0519749, 0.0585117, 0.0636714
5, 11, 12, 16, 0.0369335, 0.0518235, 0.0596796, 0.0647554, 0.038138, 0.0530249, 0.0600925, 0.0650943, 0.0376293, 0.0525163, 0.0592796, 0.064335
5, 11, 12, 15, 0.0277317, 0.0426707, 0.0481856, 0.0543913, 0.0300753, 0.0450067, 0.0496286, 0.0555761, 0.029579, 0.0445086, 0.0489719, 0.0549762
5, 11, 12, 14, 0.0385553, 0.0533879, 0.0622874, 0.0670593, 0.0391254, 0.0539554, 0.0615832, 0.0664387, 0.0388736, 0.0537038, 0.0611193, 0.0660068
5, 11, 12, 13, 0.0302247, 0.0451099, 0.0516869, 0.0574704, 0.0339117, 0.0487904, 0.0547653, 0.0602904, 0.0326507, 0.0475288, 0.0530149, 0.0586094
5, 10, 15, 17, 0.0278057, 0.042414, 0.0428497, 0.0488441, 0.0289651, 0.0435687, 0.0467326, 0.0523471, 0.0287686, 0.0433704, 0.0464574, 0.0520879
5, 10, 15, 16, 0.0274978, 0.0417768, 0.0419741, 0.0481104, 0.0280141, 0.0422904, 0.0446158, 0.0504945, 0.027624, 0.0418989, 0.043838, 0.0497843
5, 10, 14, 17, 0.0266999, 0.0412567, 0.0397675, 0.0461591, 0.0284034, 0.0429534, 0.0430313, 0.0490872, 0.0278766, 0.042427, 0.0424228, 0.0485832
5, 10, 14, 16, 0.034411, 0.0484174, 0.0552805, 0.060196, 0.0356538, 0.0496591, 0.0578036, 0.0625646, 0.0348147, 0.048818, 0.0565318, 0.0613654
5, 10, 14, 15, 0.0263943, 0.0406034, 0.0411084, 0.0474869, 0.0268852, 0.041088, 0.043132, 0.0493155, 0.0268029, 0.0410052, 0.0429618, 0.0491712
5, 10, 13, 17, 0.026362, 0.0409751, 0.0397686, 0.0461009, 0.0281597, 0.0427656, 0.0440214, 0.0499775, 0.0281966, 0.0427988, 0.0440885, 0.0500383
5, 10, 13, 16, 0.0343702, 0.0484615, 0.0526541, 0.0577895, 0.0346588, 0.0487502, 0.0543406, 0.0593558, 0.0341747, 0.0482644, 0.0536257, 0.0586873
5, 10, 13, 15, 0.0282219, 0.0424957, 0.0429965, 0.0489484, 0.0288765, 0.0431479, 0.0459354, 0.0516282, 0.0284286, 0.0426966, 0.0451266, 0.0508336
5, 10, 13, 14, 0.0313248, 0.0453869, 0.0490509, 0.054571, 0.0318734, 0.0459337, 0.0508112, 0.0561966, 0.0314924, 0.0455508, 0.0502682, 0.0556788
5, 10, 12, 17, 0.0267872, 0.0413516, 0.0402897, 0.0467103, 0.0284016, 0.0429588, 0.0428135, 0.0489767, 0.027586, 0.0421442, 0.0419009, 0.0482025
5, 10, 12, 16, 0.0293468, 0.0433717, 0.0487446, 0.0542172, 0.0301165, 0.044135, 0.0502265, 0.0556176, 0.0301115, 0.0441294, 0.0501728, 0.0555542
5, 10, 12, 15, 0.0259798, 0.040183, 0.0413258, 0.0477225, 0.0265041, 0.0406977, 0.042846, 0.0491044, 0.0266089, 0.0408041, 0.0430496, 0.0492747
5, 10, 12, 14, 0.0388429, 0.0526941, 0.0627711, 0.0671334, 0.0417397, 0.0555904, 0.0672771, 0.0714291, 0.0405296, 0.0543791, 0.0654026, 0.0696355
5, 10, 12, 13, 0.0286124, 0.0426711, 0.0465733, 0.0523761, 0.0288394, 0.042892, 0.0475399, 0.0532677, 0.0288874, 0.0429395, 0.0475771, 0.0532852
5, 10, 11, 15, 0.0267495, 0.0415312, 0.0434688, 0.0494665, 0.0273634, 0.0421353, 0.0460212, 0.051752, 0.0271384, 0.0419034, 0.0456956, 0.0514902
5, 10, 11, 14, 0.0289687, 0.0436937, 0.0485241, 0.0542588, 0.0321599, 0.0468787, 0.0511313, 0.0565639, 0.0296496, 0.0443673, 0.048118, 0.0539
5, 10, 11, 13, 0.0262991, 0.0410878, 0.0436384, 0.0498081, 0.0275808, 0.0423581, 0.0455704, 0.0515107, 0.0279955, 0.0427663, 0.0460245, 0.0519294
5, 10, 11, 12, 0.0305996, 0.0453238, 0.0514465, 0.0569487, 0.0338523, 0.0485711, 0.0537323, 0.0589974, 0.0304992, 0.0452182, 0.0495752, 0.0552681
5, 9, 16, 17, 0.0358811, 0.0507389, 0.0558594, 0.060988, 0.0358669, 0.0507238, 0.0569904, 0.0619531, 0.0361924, 0.051049, 0.0566139, 0.0616737
5, 9, 15, 16, 0.0302466, 0.0448569, 0.0504192, 0.0558008, 0.0302841, 0.0448929, 0.0501241, 0.0554986, 0.0306513, 0.0452552, 0.0504145, 0.0557661
5, 9, 14, 17, 0.0350553, 0.0499123, 0.0539045, 0.0593329, 0.0350259, 0.0498831, 0.0541747, 0.0594824, 0.0352463, 0.0501028, 0.0543747, 0.0596782
5, 9, 14, 16, 0.0366523, 0.0512189, 0.0594199, 0.0640974, 0.0368722, 0.0514401, 0.0591281, 0.0638089, 0.0372318, 0.051796, 0.0591734, 0.063855
5, 9, 14, 15, 0.0301716, 0.0447497, 0.0493988, 0.0551084, 0.03033, 0.0449066, 0.0490796, 0.0547535, 0.0306632, 0.0452372, 0.0493458, 0.0549966
5, 9, 13, 17, 0.0414544, 0.0562787, 0.0635274, 0.0681859, 0.0416614, 0.0564859, 0.0640244, 0.0686668, 0.0424904, 0.0573132, 0.0649125, 0.0695132
5, 9, 13, 16, 0.0388453, 0.0535053, 0.0636605, 0.0681328, 0.0384385, 0.05309, 0.0621254, 0.0666292, 0.0383241, 0.0529686, 0.0618261, 0.0663244
5, 9, 13, 15, 0.0356834, 0.0502483, 0.0570126, 0.0616817, 0.0354674, 0.0500317, 0.0566731, 0.0613704, 0.0374411, 0.0519988, 0.0589796, 0.063528
5, 9, 13, 14, 0.0308453, 0.0453923, 0.0517604, 0.0571218, 0.0314504, 0.0459934, 0.0516497, 0.0569713, 0.0317386, 0.0462768, 0.0517332, 0.0570201
5, 9, 12, 17, 0.0341198, 0.0489841, 0.0525223, 0.0581409, 0.0339386, 0.0488035, 0.0521351, 0.0576582, 0.0340918, 0.0489563, 0.052259, 0.0577795
