5, 11, 14, 15, 16, 17, 0.0338873, 0.0491484, 0.0604496, 0.0656134, 0.0338888, 0.0491387, 0.0562213, 0.0616127, 0.0339588, 0.0492089, 0.0561897, 0.0615931
5, 11, 13, 15, 16, 17, 0.0422013, 0.0574405, 0.073956, 0.0780283, 0.0382029, 0.0534134, 0.0628012, 0.0676335, 0.0387139, 0.0539242, 0.0633029, 0.0681066
5, 11, 13, 14, 16, 17, 0.0353192, 0.0505857, 0.060812, 0.0658076, 0.036372, 0.0516312, 0.0587993, 0.0639515, 0.0363286, 0.0515885, 0.058583, 0.0637453
5, 11, 13, 14, 15, 17, 0.0364795, 0.0517114, 0.066089, 0.0707718, 0.0358458, 0.0510606, 0.0590341, 0.064167, 0.0362295, 0.0514445, 0.0593583, 0.0644612
5, 11, 13, 14, 15, 16, 0.0318262, 0.0467851, 0.0594807, 0.0643823, 0.0336218, 0.0485646, 0.0567637, 0.0617894, 0.033499, 0.0484422, 0.0564459, 0.0614811
5, 11, 12, 15, 16, 17, 0.0310095, 0.0463687, 0.0539914, 0.0597164, 0.0324137, 0.0477638, 0.0537245, 0.0593797, 0.0320693, 0.0474203, 0.0532723, 0.0589682
5, 11, 12, 14, 16, 17, 0.0339787, 0.0493278, 0.0562782, 0.0616514, 0.0349664, 0.0503111, 0.0557252, 0.0611571, 0.0344278, 0.0497742, 0.0549444, 0.060439
5, 11, 12, 14, 15, 17, 0.0304896, 0.045824, 0.0522736, 0.0583442, 0.032057, 0.0473838, 0.0522532, 0.0581963, 0.0315912, 0.0469192, 0.0516782, 0.0576716
5, 11, 12, 14, 15, 16, 0.0295837, 0.0445977, 0.0531721, 0.0586971, 0.0320691, 0.0470732, 0.0539841, 0.0593808, 0.0309059, 0.0459123, 0.0525833, 0.0581086
5, 11, 12, 13, 16, 17, 0.0326977, 0.0480546, 0.0560635, 0.0615271, 0.0343498, 0.0497001, 0.0558354, 0.0612619, 0.033951, 0.0493024, 0.0552472, 0.0607061
5, 11, 12, 13, 15, 17, 0.0316807, 0.0470177, 0.0569927, 0.0624751, 0.0330149, 0.0483406, 0.0550425, 0.0605417, 0.0329255, 0.0482516, 0.0548493, 0.0603405
5, 11, 12, 13, 15, 16, 0.0299625, 0.0449979, 0.0560463, 0.0613634, 0.0315874, 0.0466083, 0.0539335, 0.0592845, 0.0310025, 0.0460246, 0.0531913, 0.0585801
5, 11, 12, 13, 14, 17, 0.0321599, 0.0474898, 0.0541134, 0.0598762, 0.0338914, 0.0492154, 0.0545183, 0.0602, 0.0334317, 0.0487568, 0.0538768, 0.0595925
5, 11, 12, 13, 14, 16, 0.0327046, 0.0476733, 0.0576309, 0.0625769, 0.0367749, 0.0517355, 0.0608455, 0.0655594, 0.03473, 0.0496933, 0.0580879, 0.0629656
5, 11, 12, 13, 14, 15, 0.0289836, 0.0439897, 0.0529846, 0.0586593, 0.0311657, 0.0461583, 0.0528805, 0.0584752, 0.0303981, 0.0453926, 0.0519995, 0.0576269
5, 10, 14, 15, 16, 17, 0.0267939, 0.0412894, 0.041739, 0.047841, 0.0285634, 0.0430474, 0.0445083, 0.0503636, 0.0281427, 0.0426295, 0.044155, 0.0500616
5, 10, 13, 15, 16, 17, 0.0269696, 0.0414651, 0.0427682, 0.0486338, 0.0286937, 0.0431772, 0.0458151, 0.0514403, 0.0286307, 0.0431135, 0.0457117, 0.0513249
5, 10, 13, 14, 16, 17, 0.0275838, 0.0420355, 0.0432329, 0.049015, 0.0295578, 0.0439976, 0.0462232, 0.0517868, 0.0292772, 0.0437192, 0.0460014, 0.0515671
5, 10, 13, 14, 15, 17, 0.0268236, 0.0412944, 0.0423698, 0.0484313, 0.0285929, 0.0430514, 0.0448629, 0.0506843, 0.0284818, 0.0429412, 0.0448144, 0.050616
5, 10, 13, 14, 15, 16, 0.0284164, 0.042468, 0.0452011, 0.0507806, 0.0289071, 0.0429507, 0.0476069, 0.0529581, 0.0287229, 0.0427679, 0.0471741, 0.0525489
5, 10, 12, 15, 16, 17, 0.0264419, 0.0410345, 0.0402762, 0.0466412, 0.0283985, 0.0429799, 0.0438807, 0.0499084, 0.0276684, 0.0422534, 0.043159, 0.0492738
