3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0291444, 0.0460131, 0.049874, 0.056071, 0.0247769, 0.0415909, 0.0395418, 0.0473508, 0.0248196, 0.0416357, 0.0396253, 0.0474144
2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0396075, 0.0556875, 0.0597229, 0.0652083, 0.0301686, 0.0462244, 0.0418005, 0.0492185, 0.0303681, 0.0464254, 0.0421014, 0.0494774
2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0272731, 0.0425723, 0.0457659, 0.0516324, 0.0237316, 0.0389827, 0.0355813, 0.0430999, 0.0237903, 0.0390441, 0.0356642, 0.0431628
2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0379545, 0.0518711, 0.0572332, 0.0624715, 0.0298774, 0.0437692, 0.0431918, 0.0498061, 0.0301404, 0.0440346, 0.0435246, 0.0501001
2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0237048, 0.0392318, 0.0369716, 0.0438927, 0.0232051, 0.0387142, 0.0366446, 0.0438442, 0.0234524, 0.038963, 0.036911, 0.0440596
2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0218906, 0.0375511, 0.0324815, 0.0404158, 0.0209373, 0.0365803, 0.0292636, 0.0380008, 0.0209969, 0.0366411, 0.0293509, 0.0380682
2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0226229, 0.0384893, 0.0345083, 0.0419748, 0.0220456, 0.0378964, 0.0333311, 0.041203, 0.0221551, 0.0380068, 0.033472, 0.0413138
2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 0.0249559, 0.0408829, 0.0381721, 0.0451994, 0.022434, 0.0383346, 0.0330733, 0.041179, 0.0225172, 0.0384188, 0.0331794, 0.0412615
2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 0.022015, 0.0384842, 0.0332436, 0.0415608, 0.0211027, 0.0375545, 0.0307817, 0.0396616, 0.0211739, 0.0376265, 0.0308826, 0.0397384
2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 0.0275925, 0.0423056, 0.0446951, 0.0508899, 0.0273086, 0.0419943, 0.0430923, 0.0498322, 0.0272864, 0.0419735, 0.0431695, 0.0498895
2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 0.0228464, 0.0383452, 0.0366229, 0.0434012, 0.021831, 0.0373161, 0.0346566, 0.042055, 0.0217859, 0.0372711, 0.0346435, 0.0420364
2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 0.0224604, 0.0384789, 0.033961, 0.0417847, 0.0213812, 0.0373848, 0.0300247, 0.0386718, 0.0213731, 0.0373775, 0.0300198, 0.038674
