4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0413264, 0.0577582, 0.0644893, 0.0696663, 0.0288009, 0.0451933, 0.0426722, 0.0499679, 0.0290819, 0.0454763, 0.043121, 0.0503544
3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0363612, 0.0522539, 0.0619419, 0.066697, 0.0276955, 0.0435048, 0.0478749, 0.0539688, 0.0276261, 0.0434407, 0.0478549, 0.0539452
3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0400482, 0.0548174, 0.0613558, 0.0664338, 0.0281228, 0.0428481, 0.0407619, 0.0478472, 0.0283618, 0.04309, 0.0410921, 0.0481381
3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0273534, 0.0434751, 0.0471513, 0.0530671, 0.0258315, 0.041917, 0.0426259, 0.0492999, 0.0259349, 0.042022, 0.0427505, 0.0494038
3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0245549, 0.0407552, 0.0398694, 0.0471068, 0.0229015, 0.0390652, 0.0345998, 0.0427342, 0.0229088, 0.0390748, 0.0346432, 0.0427651
3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0256003, 0.0419683, 0.0436885, 0.0502001, 0.024348, 0.0406801, 0.0391825, 0.0464412, 0.0243837, 0.0407177, 0.0392542, 0.0464968
3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 0.0264233, 0.0428027, 0.0437475, 0.0503194, 0.0235125, 0.0398527, 0.03644, 0.0442665, 0.0235719, 0.0399141, 0.0365285, 0.0443336
3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 0.0247954, 0.0416136, 0.0413571, 0.0487076, 0.0231375, 0.0399181, 0.0365141, 0.0446006, 0.0231576, 0.0399397, 0.0365643, 0.0446371
3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 0.02896, 0.0444226, 0.0498582, 0.0555313, 0.0271339, 0.0425539, 0.0434366, 0.0502604, 0.0270956, 0.042517, 0.0434782, 0.050289
3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 0.0259024, 0.0419739, 0.0437316, 0.0499465, 0.0231117, 0.0391516, 0.0374719, 0.0447788, 0.0230292, 0.0390696, 0.0374398, 0.0447443
3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 0.0249715, 0.0414414, 0.0406317, 0.0478815, 0.0233365, 0.0397719, 0.0354828, 0.0434815, 0.0233138, 0.0397501, 0.0354647, 0.0434724
3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 0.0251705, 0.0416431, 0.0415422, 0.0483869, 0.0224775, 0.0389204, 0.0355666, 0.0434249, 0.0224335, 0.0388769, 0.0355511, 0.0434115
3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 0.0277001, 0.0442744, 0.048061, 0.0541323, 0.0240834, 0.040623, 0.039232, 0.0466207, 0.0241085, 0.040649, 0.039275, 0.0466549
3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 0.0245974, 0.0410278, 0.0398545, 0.0472458, 0.0216003, 0.0379993, 0.0331247, 0.0418034, 0.0216184, 0.0380177, 0.0331699, 0.0418433
3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0.0394318, 0.0550828, 0.0663182, 0.0706337, 0.0261289, 0.0417328, 0.0461719, 0.0525874, 0.026159, 0.0417634, 0.0462148, 0.0526206
2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.03966, 0.0548531, 0.0599575, 0.0649608, 0.0284099, 0.0435711, 0.0400004, 0.0470255, 0.0286472, 0.0438102, 0.040437, 0.0473963
2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.0542796, 0.0681634, 0.0844308, 0.0882354, 0.0393056, 0.0531793, 0.0558284, 0.0614068, 0.0393742, 0.053249, 0.0559431, 0.0615056
2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0.032895, 0.0484645, 0.049386, 0.0552361, 0.0277961, 0.0433477, 0.040888, 0.047717, 0.0280962, 0.043649, 0.0413141, 0.0480841
