5, 11, 15, 16, 17, 0.0331782, 0.0483889, 0.0583024, 0.0635022, 0.0355943, 0.0507966, 0.0596805, 0.0647497, 0.0361991, 0.0514001, 0.0602829, 0.0653251
5, 11, 14, 16, 17, 0.033691, 0.0489485, 0.0554276, 0.0609049, 0.0348002, 0.050054, 0.0558856, 0.0613037, 0.0348313, 0.0500853, 0.0557838, 0.0612218
5, 11, 14, 15, 17, 0.0318152, 0.0470298, 0.0553537, 0.0608996, 0.0337101, 0.0489169, 0.0561843, 0.0615545, 0.034104, 0.0493098, 0.056508, 0.0618659
5, 11, 14, 15, 16, 0.0293662, 0.0443361, 0.0519633, 0.0575991, 0.0324953, 0.047455, 0.0539804, 0.0594059, 0.032236, 0.0471955, 0.0535041, 0.05898
5, 11, 13, 16, 17, 0.0360684, 0.051316, 0.0599371, 0.0650791, 0.0378396, 0.0530817, 0.0609217, 0.066017, 0.0382047, 0.0534465, 0.0612221, 0.0663039
5, 11, 13, 15, 17, 0.042884, 0.0580332, 0.0693937, 0.0738062, 0.0439232, 0.0590673, 0.069818, 0.0742587, 0.0441263, 0.0592709, 0.0699807, 0.0744034
5, 11, 13, 15, 16, 0.031872, 0.0468405, 0.0558298, 0.0609914, 0.0363835, 0.0513386, 0.0596406, 0.0645607, 0.0369114, 0.0518661, 0.0601315, 0.0650212
5, 11, 13, 14, 17, 0.0337245, 0.0489564, 0.0558445, 0.0613504, 0.0357308, 0.0509568, 0.0574561, 0.0628171, 0.0359388, 0.0511648, 0.0575541, 0.062906
5, 11, 13, 14, 16, 0.0349025, 0.0498446, 0.058649, 0.063575, 0.03839, 0.0533244, 0.0616897, 0.0664339, 0.0379982, 0.0529332, 0.0609318, 0.0657088
5, 11, 13, 14, 15, 0.0299022, 0.0448489, 0.0529012, 0.0584258, 0.0335262, 0.0484603, 0.055432, 0.0607065, 0.0338089, 0.0487426, 0.0556076, 0.0608454
5, 11, 12, 16, 17, 0.0324279, 0.0477476, 0.0532315, 0.0589504, 0.0336328, 0.0489488, 0.0538455, 0.0594523, 0.0332225, 0.048539, 0.0532273, 0.0588893
5, 11, 12, 15, 17, 0.0300386, 0.0453309, 0.0522727, 0.0581874, 0.0316217, 0.0469071, 0.0526879, 0.0583877, 0.0314837, 0.0467684, 0.0524628, 0.0581837
5, 11, 12, 15, 16, 0.0285092, 0.0435227, 0.0505052, 0.0563774, 0.0309299, 0.0459341, 0.0517077, 0.0573837, 0.0301664, 0.045171, 0.05073, 0.0564983
5, 11, 12, 14, 17, 0.0323819, 0.0476648, 0.0526213, 0.0585192, 0.0335216, 0.0488013, 0.0529206, 0.0587386, 0.0329852, 0.0482657, 0.0521449, 0.0580344
5, 11, 12, 14, 16, 0.0385242, 0.0534402, 0.0632411, 0.067818, 0.0398458, 0.0547581, 0.063562, 0.0681325, 0.0391585, 0.054072, 0.0625249, 0.0671547
5, 11, 12, 14, 15, 0.0282822, 0.0432532, 0.0499973, 0.0560119, 0.030691, 0.0456536, 0.0509341, 0.0568143, 0.029727, 0.0446903, 0.0497727, 0.0557502
5, 11, 12, 13, 17, 0.0312741, 0.0465785, 0.0521745, 0.058078, 0.0331809, 0.0484795, 0.0537359, 0.0594183, 0.0329454, 0.0482441, 0.0533427, 0.0590422
5, 11, 12, 13, 16, 0.0314847, 0.0464538, 0.0545864, 0.0599662, 0.0353137, 0.0502748, 0.0577687, 0.062881, 0.0338521, 0.0488145, 0.0557307, 0.0609511
5, 11, 12, 13, 15, 0.0283022, 0.0433019, 0.050466, 0.0563327, 0.0307356, 0.0457229, 0.051687, 0.0573472, 0.0304453, 0.0454327, 0.0512748, 0.0569213
5, 11, 12, 13, 14, 0.0310742, 0.0459915, 0.0542565, 0.059674, 0.0349806, 0.0498909, 0.057288, 0.0625185, 0.0330621, 0.0479738, 0.0547271, 0.0600965
5, 10, 15, 16, 17, 0.0263425, 0.0409246, 0.0403367, 0.0465648, 0.0279543, 0.0425275, 0.0442627, 0.0501135, 0.0276382, 0.042211, 0.0438923, 0.049777
5, 10, 14, 16, 17, 0.0273887, 0.0419138, 0.0416331, 0.0476578, 0.0291366, 0.0436526, 0.0447556, 0.050536, 0.0287985, 0.0433162, 0.044397, 0.0502174
5, 10, 14, 15, 17, 0.0258275, 0.0403756, 0.0390249, 0.0455401, 0.0276971, 0.0422357, 0.0430001, 0.0490796, 0.0273683, 0.0419074, 0.0427314, 0.048881
5, 10, 14, 15, 16, 0.0272873, 0.0414335, 0.0431452, 0.049099, 0.0277565, 0.0418955, 0.0452606, 0.0510194, 0.0276122, 0.0417525, 0.0449691, 0.0507647
5, 10, 13, 16, 17, 0.0265915, 0.041155, 0.0406825, 0.0468265, 0.028522, 0.0430758, 0.0445944, 0.0504125, 0.0283844, 0.0429375, 0.0445057, 0.0503209
5, 10, 13, 15, 17, 0.0269492, 0.0415115, 0.0427976, 0.0487242, 0.0284587, 0.0430117, 0.0456253, 0.0513189, 0.0288027, 0.0433515, 0.0460083, 0.0516467
5, 10, 13, 15, 16, 0.0283584, 0.0425402, 0.0438819, 0.0496743, 0.028905, 0.043083, 0.0467078, 0.0522306, 0.028439, 0.042615, 0.0457831, 0.0513618
5, 10, 13, 14, 17, 0.0264287, 0.0409431, 0.0402432, 0.0465521, 0.0284384, 0.0429428, 0.043938, 0.0499172, 0.0281902, 0.0426951, 0.0437804, 0.0497588
5, 10, 13, 14, 16, 0.0318968, 0.045894, 0.0505488, 0.0557292, 0.0325783, 0.046574, 0.0526183, 0.0576403, 0.0321276, 0.0461215, 0.0520167, 0.0570762
5, 10, 13, 14, 15, 0.0273317, 0.041471, 0.0427973, 0.0488398, 0.0278558, 0.0419879, 0.0451628, 0.050981, 0.0277548, 0.0418866, 0.0448808, 0.0506878
5, 10, 12, 16, 17, 0.0274234, 0.0420095, 0.0418842, 0.0480029, 0.0291842, 0.0437609, 0.0446721, 0.0505521, 0.0283277, 0.0429073, 0.0437898, 0.0497677
5, 10, 12, 15, 17, 0.0254276, 0.0400478, 0.0379523, 0.0447103, 0.0274101, 0.0420209, 0.0419972, 0.0483066, 0.0268027, 0.041415, 0.0413944, 0.0477913
5, 10, 12, 15, 16, 0.0266372, 0.0408428, 0.04275, 0.0488599, 0.0272892, 0.0414847, 0.0446671, 0.0505957, 0.0272779, 0.0414763, 0.0446563, 0.0505985
5, 10, 12, 14, 17, 0.0276553, 0.0421674, 0.0428962, 0.0489383, 0.0293128, 0.0438155, 0.0449141, 0.0508594, 0.0284773, 0.0429829, 0.0440394, 0.0500807
5, 10, 12, 14, 16, 0.0307039, 0.0446448, 0.0515192, 0.056487, 0.0315842, 0.0455179, 0.0531742, 0.0580526, 0.031565, 0.0454983, 0.053123, 0.0579933
5, 10, 12, 14, 15, 0.026984, 0.0411075, 0.0441086, 0.0500314, 0.027552, 0.0416642, 0.0454933, 0.0513074, 0.0276961, 0.0418113, 0.0457023, 0.0514816
5, 10, 12, 13, 17, 0.0261194, 0.040698, 0.0399522, 0.0464321, 0.0281355, 0.042704, 0.0433185, 0.0494769, 0.0275054, 0.0420755, 0.0427423, 0.0489287
5, 10, 12, 13, 16, 0.0284106, 0.0424814, 0.0466859, 0.052359, 0.0289162, 0.04298, 0.0482849, 0.0538258, 0.0289438, 0.0430069, 0.0482902, 0.0538235
5, 10, 12, 13, 15, 0.0266202, 0.0408265, 0.0421309, 0.0483606, 0.0272293, 0.0414249, 0.0442433, 0.0502699, 0.0272564, 0.0414552, 0.044278, 0.0502593
5, 10, 12, 13, 14, 0.0297861, 0.0437551, 0.0492479, 0.0545676, 0.0300954, 0.0440574, 0.0503368, 0.0555705, 0.0300962, 0.0440578, 0.0503233, 0.0555461
5, 10, 11, 15, 17, 0.0277049, 0.0427068, 0.0465403, 0.0522969, 0.0289748, 0.0439687, 0.0496839, 0.0551689, 0.0287938, 0.0437812, 0.0496149, 0.0551068
