5, 8, 11, 0.227272, 0.237637, 0.350383, 0.350729, 0.204701, 0.215087, 0.30931, 0.309759, 0.193215, 0.203604, 0.290689, 0.291196
5, 8, 10, 0.170374, 0.181299, 0.266233, 0.266915, 0.157118, 0.168054, 0.240945, 0.241748, 0.152275, 0.163208, 0.232366, 0.233187
5, 8, 9, 0.203892, 0.213833, 0.37544, 0.37549, 0.190381, 0.200336, 0.34676, 0.346841, 0.131081, 0.1412, 0.202439, 0.202989
5, 6, 11, 0.161414, 0.17102, 0.276551, 0.276877, 0.158503, 0.168114, 0.269441, 0.269793, 0.130635, 0.140328, 0.205511, 0.206104
5, 6, 10, 0.178609, 0.187946, 0.307066, 0.307197, 0.172352, 0.181698, 0.294821, 0.294981, 0.135708, 0.145129, 0.213414, 0.213806
4, 8, 11, 0.211896, 0.221686, 0.325231, 0.325583, 0.191304, 0.201134, 0.288062, 0.288535, 0.171955, 0.18178, 0.258635, 0.259174
4, 8, 10, 0.137856, 0.148277, 0.213755, 0.214424, 0.134315, 0.144747, 0.207505, 0.208213, 0.128942, 0.139365, 0.19854, 0.199265
4, 8, 9, 0.181353, 0.190466, 0.333596, 0.332953, 0.177425, 0.186556, 0.323464, 0.322855, 0.123297, 0.132723, 0.194618, 0.194639
4, 7, 11, 0.131728, 0.14196, 0.202396, 0.203077, 0.127939, 0.138163, 0.197044, 0.19773, 0.123026, 0.13325, 0.188468, 0.189182
4, 7, 10, 0.162279, 0.172024, 0.244912, 0.245189, 0.162016, 0.171749, 0.246646, 0.246914, 0.149319, 0.159052, 0.225934, 0.226232
4, 7, 9, 0.156881, 0.165644, 0.256488, 0.256195, 0.15631, 0.165067, 0.254518, 0.254221, 0.147454, 0.156304, 0.226879, 0.226779
4, 6, 11, 0.152805, 0.161475, 0.263601, 0.263354, 0.150743, 0.159415, 0.258745, 0.258513, 0.123743, 0.132566, 0.195267, 0.195382
4, 6, 10, 0.163451, 0.171727, 0.281083, 0.280643, 0.156517, 0.164814, 0.26451, 0.264119, 0.127765, 0.136207, 0.197934, 0.197812
3, 8, 11, 0.238193, 0.247529, 0.358292, 0.358418, 0.239261, 0.24861, 0.358202, 0.358351, 0.230762, 0.240207, 0.343421, 0.343809
3, 8, 10, 0.133779, 0.143194, 0.210422, 0.210825, 0.134091, 0.143508, 0.210755, 0.211167, 0.125669, 0.135107, 0.194273, 0.194764
3, 7, 11, 0.149519, 0.158467, 0.229403, 0.229736, 0.149395, 0.158345, 0.228839, 0.229175, 0.142936, 0.1519, 0.218252, 0.218613
3, 7, 10, 0.193336, 0.202069, 0.297086, 0.297217, 0.192644, 0.201376, 0.295519, 0.295652, 0.185959, 0.194716, 0.279857, 0.280021
2, 8, 11, 0.187787, 0.198044, 0.284661, 0.285255, 0.183738, 0.194005, 0.277798, 0.278441, 0.177677, 0.187942, 0.267031, 0.267695
2, 8, 10, 0.133079, 0.143537, 0.205402, 0.206328, 0.131922, 0.142382, 0.202639, 0.203599, 0.128151, 0.138612, 0.195986, 0.19697
2, 8, 9, 0.121365, 0.130692, 0.207118, 0.20692, 0.117409, 0.12678, 0.193854, 0.193793, 0.109117, 0.118734, 0.166567, 0.16714
2, 7, 11, 0.119914, 0.130229, 0.181804, 0.182719, 0.120065, 0.13038, 0.181984, 0.182899, 0.118169, 0.128485, 0.179233, 0.18016
2, 7, 10, 0.158723, 0.168078, 0.234784, 0.235209, 0.159216, 0.16857, 0.23543, 0.235854, 0.150396, 0.159755, 0.223066, 0.223493
2, 7, 9, 0.146445, 0.154377, 0.244952, 0.244133, 0.140575, 0.148654, 0.226343, 0.225796, 0.1342, 0.142482, 0.203657, 0.203574
2, 6, 11, 0.132459, 0.141175, 0.229746, 0.228971, 0.128596, 0.137337, 0.218158, 0.217475, 0.112045, 0.121228, 0.173215, 0.17367
2, 6, 10, 0.126761, 0.13487, 0.207391, 0.206842, 0.122592, 0.130796, 0.194658, 0.194322, 0.117245, 0.125634, 0.178591, 0.17865
2, 5, 11, 0.173517, 0.184033, 0.261079, 0.261915, 0.170496, 0.181014, 0.255069, 0.25595, 0.168844, 0.179357, 0.250133, 0.251022
2, 5, 10, 0.168276, 0.177888, 0.250326, 0.251077, 0.167684, 0.177295, 0.248821, 0.249587, 0.163188, 0.172798, 0.242445, 0.24322
2, 5, 9, 0.185317, 0.193366, 0.332577, 0.331401, 0.163087, 0.171593, 0.270543, 0.270247, 0.152634, 0.161392, 0.236953, 0.237274
2, 5, 8, 0.174698, 0.185009, 0.263889, 0.264617, 0.171422, 0.181734, 0.25702, 0.257805, 0.171839, 0.182136, 0.253111, 0.253896
2, 5, 6, 0.172679, 0.180246, 0.287954, 0.287251, 0.161947, 0.169885, 0.261099, 0.261014, 0.1545, 0.162596, 0.24152, 0.241765
2, 4, 11, 0.151452, 0.161647, 0.225595, 0.226376, 0.151556, 0.161751, 0.225472, 0.226256, 0.141956, 0.152141, 0.212434, 0.213239
2, 4, 10, 0.178998, 0.188455, 0.26384, 0.264212, 0.17901, 0.188466, 0.263865, 0.264233, 0.17297, 0.18243, 0.253157, 0.253531
2, 4, 9, 0.18521, 0.192748, 0.292938, 0.292606, 0.184478, 0.19203, 0.289872, 0.28958, 0.180222, 0.187805, 0.281285, 0.281044
2, 4, 8, 0.157591, 0.167507, 0.235305, 0.235919, 0.157127, 0.167044, 0.234066, 0.234691, 0.146884, 0.156787, 0.220282, 0.220922
2, 4, 7, 0.199908, 0.208116, 0.297393, 0.297585, 0.19992, 0.208127, 0.297442, 0.297632, 0.176226, 0.184441, 0.267988, 0.268175
2, 4, 6, 0.183299, 0.190228, 0.292174, 0.291839, 0.182351, 0.189301, 0.289417, 0.28912, 0.175414, 0.182381, 0.275893, 0.275628
2, 3, 11, 0.132424, 0.141852, 0.208967, 0.20876, 0.126374, 0.13589, 0.19557, 0.195606, 0.114748, 0.124438, 0.171922, 0.172495
2, 3, 10, 0.123952, 0.132846, 0.185759, 0.185815, 0.1224, 0.131354, 0.181414, 0.181617, 0.115941, 0.124917, 0.171222, 0.171473
2, 3, 8, 0.128763, 0.138118, 0.19807, 0.198123, 0.122907, 0.132399, 0.184588, 0.184956, 0.114307, 0.123863, 0.169285, 0.169861
2, 3, 7, 0.131791, 0.139881, 0.19702, 0.196953, 0.13123, 0.139334, 0.195745, 0.195709, 0.125503, 0.133618, 0.186815, 0.186792
1, 8, 11, 0.179109, 0.189576, 0.268897, 0.269669, 0.174535, 0.185018, 0.261566, 0.262406, 0.168196, 0.178677, 0.250794, 0.251658
1, 8, 10, 0.125036, 0.135666, 0.190463, 0.191554, 0.124844, 0.135475, 0.190141, 0.191242, 0.120821, 0.131455, 0.182861, 0.183991
1, 8, 9, 0.108715, 0.118517, 0.166654, 0.167351, 0.108402, 0.118196, 0.165705, 0.166391, 0.107871, 0.117711, 0.164882, 0.165631
1, 7, 11, 0.11614, 0.126586, 0.172357, 0.173391, 0.116403, 0.126849, 0.172874, 0.173904, 0.114083, 0.124531, 0.169503, 0.170549
1, 7, 10, 0.153363, 0.162886, 0.224813, 0.225356, 0.153802, 0.163324, 0.225396, 0.225939, 0.143145, 0.152674, 0.21033, 0.210886
1, 7, 9, 0.13102, 0.139222, 0.199967, 0.199843, 0.130415, 0.138623, 0.197636, 0.197543, 0.129788, 0.138023, 0.19623, 0.196182
1, 6, 11, 0.112862, 0.122206, 0.173207, 0.173747, 0.112507, 0.121832, 0.172489, 0.173007, 0.110787, 0.1202, 0.169864, 0.170522
1, 6, 10, 0.118721, 0.127123, 0.180224, 0.180272, 0.117866, 0.12627, 0.178104, 0.178177, 0.116168, 0.124614, 0.17535, 0.175496
1, 5, 11, 0.173548, 0.184275, 0.256459, 0.257482, 0.172335, 0.183065, 0.25454, 0.255577, 0.167523, 0.17825, 0.246905, 0.247959
1, 5, 10, 0.148161, 0.158314, 0.221145, 0.22213, 0.148102, 0.158255, 0.221012, 0.221995, 0.143037, 0.153191, 0.21315, 0.214154
1, 5, 9, 0.146846, 0.15544, 0.235284, 0.235292, 0.144143, 0.152823, 0.224724, 0.224949, 0.142307, 0.151068, 0.21992, 0.220297
1, 5, 8, 0.179533, 0.190004, 0.264207, 0.26508, 0.178566, 0.189039, 0.262547, 0.263435, 0.175698, 0.186165, 0.256739, 0.257637
1, 5, 6, 0.151719, 0.159736, 0.242206, 0.242232, 0.149202, 0.157315, 0.233491, 0.233719, 0.146085, 0.154263, 0.227156, 0.227494
1, 4, 11, 0.152095, 0.162386, 0.222997, 0.223874, 0.152468, 0.16276, 0.223559, 0.224434, 0.148002, 0.158283, 0.215435, 0.216318
1, 4, 10, 0.166828, 0.176514, 0.243209, 0.243769, 0.166773, 0.176458, 0.243034, 0.243592, 0.150746, 0.160431, 0.222684, 0.223244
1, 4, 9, 0.164553, 0.171756, 0.25674, 0.256352, 0.163934, 0.171145, 0.254439, 0.254086, 0.162662, 0.169903, 0.25201, 0.251696
1, 4, 8, 0.157087, 0.167129, 0.22963, 0.230381, 0.157141, 0.167183, 0.229587, 0.230339, 0.150228, 0.160254, 0.218971, 0.219729
1, 4, 7, 0.169588, 0.177683, 0.251479, 0.251793, 0.169547, 0.177639, 0.251443, 0.251754, 0.15248, 0.160576, 0.226856, 0.227179
1, 4, 6, 0.167122, 0.17373, 0.263348, 0.262943, 0.165707, 0.17234, 0.259158, 0.258815, 0.16315, 0.169791, 0.254883, 0.254543
1, 3, 11, 0.127187, 0.136853, 0.196689, 0.196717, 0.126924, 0.136592, 0.196095, 0.196136, 0.115617, 0.125454, 0.173953, 0.174569
1, 3, 10, 0.127265, 0.136116, 0.18929, 0.189382, 0.126893, 0.135751, 0.188375, 0.188487, 0.118491, 0.127385, 0.175426, 0.175633
1, 3, 8, 0.12509, 0.134615, 0.188978, 0.189273, 0.124488, 0.134016, 0.187573, 0.187883, 0.114715, 0.124334, 0.170109, 0.170741
1, 3, 7, 0.136089, 0.143982, 0.202832, 0.202684, 0.135639, 0.143538, 0.201955, 0.201818, 0.128066, 0.135981, 0.19056, 0.190444
0, 8, 11, 0.177712, 0.188011, 0.267148, 0.267681, 0.1741, 0.184419, 0.261916, 0.262497, 0.1646, 0.174945, 0.246153, 0.246879
0, 8, 10, 0.121159, 0.131562, 0.184725, 0.185657, 0.121111, 0.131516, 0.184595, 0.185533, 0.116543, 0.126957, 0.176317, 0.177312
0, 7, 11, 0.115731, 0.12589, 0.171778, 0.172625, 0.11607, 0.126228, 0.172407, 0.173253, 0.113043, 0.123206, 0.168115, 0.168981
0, 7, 10, 0.154059, 0.163296, 0.226612, 0.226991, 0.154671, 0.163908, 0.227459, 0.227837, 0.141648, 0.150898, 0.208826, 0.209231
0, 5, 11, 0.17655, 0.187034, 0.261636, 0.262505, 0.175525, 0.186009, 0.260344, 0.261214, 0.169589, 0.18007, 0.251518, 0.252403
0, 5, 10, 0.137049, 0.147198, 0.206284, 0.207196, 0.137103, 0.14725, 0.206341, 0.207252, 0.130824, 0.140974, 0.196797, 0.197729
0, 5, 8, 0.183037, 0.193322, 0.271081, 0.27181, 0.181921, 0.192207, 0.269544, 0.270275, 0.175878, 0.186159, 0.259905, 0.260651
0, 4, 11, 0.1541, 0.164122, 0.229247, 0.229897, 0.154109, 0.16413, 0.229302, 0.22995, 0.155439, 0.165457, 0.227413, 0.228063
0, 4, 10, 0.152945, 0.16259, 0.227149, 0.227642, 0.152618, 0.16226, 0.226752, 0.227243, 0.138358, 0.148, 0.208761, 0.209254
0, 4, 8, 0.161627, 0.171495, 0.238482, 0.239058, 0.161645, 0.171513, 0.238298, 0.238875, 0.161242, 0.171096, 0.23361, 0.234183
0, 4, 7, 0.152093, 0.160505, 0.228718, 0.228885, 0.152073, 0.160483, 0.228703, 0.228865, 0.13948, 0.147883, 0.208976, 0.20915
