5, 6, 7, 8, 9, 10, 11, 0.173081, 0.184145, 0.281103, 0.28188, 0.132207, 0.143204, 0.21212, 0.213076, 0.131635, 0.142631, 0.211253, 0.212204
4, 6, 7, 8, 9, 10, 11, 0.154834, 0.165325, 0.249936, 0.250548, 0.117967, 0.128372, 0.185205, 0.185925, 0.117354, 0.127757, 0.184012, 0.184731
4, 5, 7, 8, 9, 10, 11, 0.166952, 0.179109, 0.310461, 0.311263, 0.149821, 0.16191, 0.283666, 0.284479, 0.123758, 0.135836, 0.199715, 0.200817
4, 5, 6, 8, 9, 10, 11, 0.129392, 0.140656, 0.20954, 0.210653, 0.108422, 0.119621, 0.17096, 0.172224, 0.107512, 0.118713, 0.168984, 0.170259
4, 5, 6, 7, 9, 10, 11, 0.137856, 0.148932, 0.220146, 0.220903, 0.117558, 0.128591, 0.182155, 0.183066, 0.116723, 0.12776, 0.180085, 0.181014
4, 5, 6, 7, 8, 10, 11, 0.162857, 0.17391, 0.278897, 0.279736, 0.142646, 0.153643, 0.252602, 0.253462, 0.129077, 0.140073, 0.209849, 0.210869
4, 5, 6, 7, 8, 9, 11, 0.136316, 0.14746, 0.224356, 0.225238, 0.118303, 0.129405, 0.186387, 0.187423, 0.117712, 0.128815, 0.185256, 0.186298
4, 5, 6, 7, 8, 9, 10, 0.14238, 0.15329, 0.229006, 0.229646, 0.121357, 0.132238, 0.187871, 0.188716, 0.120181, 0.131071, 0.18476, 0.185633
3, 6, 7, 8, 9, 10, 11, 0.141534, 0.150859, 0.216663, 0.217194, 0.118012, 0.127274, 0.182626, 0.183184, 0.117449, 0.126724, 0.180734, 0.181302
3, 5, 7, 8, 9, 10, 11, 0.128576, 0.139919, 0.202037, 0.20305, 0.113697, 0.124994, 0.182974, 0.184054, 0.112919, 0.124216, 0.180939, 0.182027
3, 5, 6, 8, 9, 10, 11, 0.117936, 0.128401, 0.180998, 0.182119, 0.101746, 0.112164, 0.157787, 0.159002, 0.10122, 0.111641, 0.156172, 0.157395
3, 5, 6, 7, 9, 10, 11, 0.124734, 0.135148, 0.189568, 0.190341, 0.109849, 0.120219, 0.167503, 0.168354, 0.109446, 0.119822, 0.166275, 0.167135
3, 5, 6, 7, 8, 10, 11, 0.13677, 0.147006, 0.215109, 0.216045, 0.117678, 0.127868, 0.188557, 0.18957, 0.116695, 0.12691, 0.186216, 0.187264
3, 5, 6, 7, 8, 9, 11, 0.116812, 0.127195, 0.180619, 0.181602, 0.10635, 0.116684, 0.163672, 0.164724, 0.105762, 0.116106, 0.162124, 0.163192
3, 5, 6, 7, 8, 9, 10, 0.128061, 0.138372, 0.196297, 0.19697, 0.115651, 0.125931, 0.177062, 0.17782, 0.115132, 0.125418, 0.175323, 0.176095
3, 4, 7, 8, 9, 10, 11, 0.127397, 0.138318, 0.200037, 0.200812, 0.113357, 0.124218, 0.182361, 0.183127, 0.112626, 0.12349, 0.18044, 0.181213
3, 4, 6, 8, 9, 10, 11, 0.116262, 0.126226, 0.177695, 0.178541, 0.100751, 0.110639, 0.155317, 0.156171, 0.100255, 0.110154, 0.153896, 0.154763
3, 4, 6, 7, 9, 10, 11, 0.12305, 0.132846, 0.185954, 0.186382, 0.108338, 0.118076, 0.164159, 0.16459, 0.107927, 0.117673, 0.162935, 0.163378
3, 4, 6, 7, 8, 10, 11, 0.136336, 0.146118, 0.213936, 0.214614, 0.118448, 0.128181, 0.188872, 0.189561, 0.117509, 0.127254, 0.186766, 0.187473
3, 4, 6, 7, 8, 9, 11, 0.115293, 0.125173, 0.177295, 0.177987, 0.104609, 0.114432, 0.160115, 0.160823, 0.104068, 0.1139, 0.158558, 0.159282
3, 4, 6, 7, 8, 9, 10, 0.126022, 0.135765, 0.192185, 0.192539, 0.114285, 0.123983, 0.173734, 0.174112, 0.113866, 0.123574, 0.172366, 0.172758
3, 4, 5, 8, 9, 10, 11, 0.116496, 0.127852, 0.185816, 0.186954, 0.109856, 0.121169, 0.179098, 0.180224, 0.108351, 0.119661, 0.175256, 0.176401
3, 4, 5, 7, 9, 10, 11, 0.122951, 0.134412, 0.193768, 0.194621, 0.116841, 0.128266, 0.187224, 0.188062, 0.116186, 0.127612, 0.185405, 0.186254
3, 4, 5, 7, 8, 10, 11, 0.128092, 0.139279, 0.199054, 0.200113, 0.116523, 0.127684, 0.185038, 0.186134, 0.115967, 0.127127, 0.183715, 0.184816
3, 4, 5, 7, 8, 9, 11, 0.116488, 0.127762, 0.187119, 0.188122, 0.113446, 0.124688, 0.183798, 0.18478, 0.112652, 0.123896, 0.181617, 0.182613
3, 4, 5, 7, 8, 9, 10, 0.128315, 0.139547, 0.203622, 0.204327, 0.123194, 0.134402, 0.197406, 0.198103, 0.122319, 0.133525, 0.194965, 0.195676
3, 4, 5, 6, 9, 10, 11, 0.110599, 0.121129, 0.170435, 0.171337, 0.103563, 0.11405, 0.16015, 0.16107, 0.102906, 0.1134, 0.158368, 0.159306
3, 4, 5, 6, 8, 10, 11, 0.123539, 0.133931, 0.196796, 0.197908, 0.112923, 0.12328, 0.183113, 0.184249, 0.111166, 0.121525, 0.179196, 0.180358
3, 4, 5, 6, 8, 9, 11, 0.106647, 0.117073, 0.166991, 0.168067, 0.102333, 0.11271, 0.159735, 0.160815, 0.101456, 0.111845, 0.157769, 0.158873
3, 4, 5, 6, 8, 9, 10, 0.114516, 0.124834, 0.177729, 0.178519, 0.108401, 0.118686, 0.167578, 0.168395, 0.107656, 0.117945, 0.165354, 0.16619
3, 4, 5, 6, 7, 10, 11, 0.129212, 0.139689, 0.203252, 0.204053, 0.119629, 0.130073, 0.190405, 0.191211, 0.122534, 0.132969, 0.192693, 0.193496
3, 4, 5, 6, 7, 9, 11, 0.112614, 0.122954, 0.17435, 0.175004, 0.107876, 0.118193, 0.165471, 0.166163, 0.106813, 0.117122, 0.162694, 0.163395
3, 4, 5, 6, 7, 9, 10, 0.129658, 0.139565, 0.198921, 0.199169, 0.12473, 0.134622, 0.189621, 0.18991, 0.124057, 0.133957, 0.187768, 0.188076
3, 4, 5, 6, 7, 8, 11, 0.124349, 0.134655, 0.198769, 0.199751, 0.118181, 0.128454, 0.189152, 0.190136, 0.117442, 0.127714, 0.187662, 0.188659
3, 4, 5, 6, 7, 8, 10, 0.133661, 0.14397, 0.211853, 0.212553, 0.125598, 0.135885, 0.200141, 0.200845, 0.124672, 0.134952, 0.19749, 0.198215
3, 4, 5, 6, 7, 8, 9, 0.124225, 0.134258, 0.193329, 0.193845, 0.116032, 0.126045, 0.178119, 0.178682, 0.115591, 0.125603, 0.17658, 0.177159
2, 6, 7, 8, 9, 10, 11, 0.122342, 0.133043, 0.186716, 0.187694, 0.0920999, 0.102769, 0.134114, 0.135398, 0.0925552, 0.103192, 0.134409, 0.135654
