3, 4, 5, 6, 7, 8, 9, 10, 11, 0.130955, 0.142555, 0.202203, 0.203349, 0.111521, 0.123011, 0.177335, 0.178521, 0.110809, 0.122302, 0.175391, 0.176591
2, 4, 5, 6, 7, 8, 9, 10, 11, 0.105912, 0.118024, 0.161428, 0.163114, 0.0887527, 0.100768, 0.132212, 0.134116, 0.0886908, 0.100709, 0.13106, 0.132982
2, 3, 5, 6, 7, 8, 9, 10, 11, 0.104713, 0.116133, 0.152437, 0.153964, 0.0830565, 0.0944061, 0.119267, 0.121103, 0.0831943, 0.0945459, 0.119519, 0.121352
2, 3, 4, 6, 7, 8, 9, 10, 11, 0.105952, 0.11719, 0.154142, 0.155385, 0.0874069, 0.0985532, 0.125221, 0.126624, 0.0874995, 0.0986478, 0.125378, 0.126781
2, 3, 4, 5, 7, 8, 9, 10, 11, 0.113634, 0.126167, 0.181471, 0.182905, 0.103639, 0.116115, 0.168063, 0.169568, 0.10382, 0.116296, 0.168415, 0.169916
2, 3, 4, 5, 6, 8, 9, 10, 11, 0.0913558, 0.102512, 0.135822, 0.137436, 0.0815722, 0.0926598, 0.120877, 0.122604, 0.0815783, 0.0926684, 0.120911, 0.122639
2, 3, 4, 5, 6, 7, 9, 10, 11, 0.104199, 0.115398, 0.151981, 0.153067, 0.0940672, 0.105226, 0.13603, 0.13724, 0.0940898, 0.10525, 0.136061, 0.137273
2, 3, 4, 5, 6, 7, 8, 10, 11, 0.127016, 0.138104, 0.200593, 0.201934, 0.108572, 0.119606, 0.176047, 0.17751, 0.109391, 0.120425, 0.177848, 0.179301
2, 3, 4, 5, 6, 7, 8, 9, 11, 0.0954228, 0.106238, 0.142334, 0.143666, 0.0874874, 0.0982577, 0.128429, 0.129891, 0.0875941, 0.098361, 0.128626, 0.130082
2, 3, 4, 5, 6, 7, 8, 9, 10, 0.114915, 0.125452, 0.169939, 0.170744, 0.105591, 0.116105, 0.15384, 0.154788, 0.105689, 0.1162, 0.153961, 0.154908
1, 4, 5, 6, 7, 8, 9, 10, 11, 0.101574, 0.114094, 0.150019, 0.151897, 0.0834584, 0.0958848, 0.119923, 0.122112, 0.0835712, 0.0959931, 0.120068, 0.122245
1, 3, 5, 6, 7, 8, 9, 10, 11, 0.104257, 0.116041, 0.148669, 0.150327, 0.0811377, 0.0928592, 0.113102, 0.115158, 0.0813208, 0.0930431, 0.113369, 0.11542
