4, 5, 6, 7, 8, 9, 10, 11, 0.147642, 0.159519, 0.236891, 0.237949, 0.118713, 0.130493, 0.188094, 0.189317, 0.118224, 0.130007, 0.186988, 0.188214
3, 5, 6, 7, 8, 9, 10, 11, 0.132512, 0.143359, 0.202941, 0.203966, 0.109583, 0.120357, 0.17087, 0.172015, 0.109057, 0.119837, 0.169285, 0.17044
3, 4, 6, 7, 8, 9, 10, 11, 0.12974, 0.140055, 0.19785, 0.198601, 0.107685, 0.117902, 0.166634, 0.167404, 0.106329, 0.116537, 0.162846, 0.16362
3, 4, 5, 7, 8, 9, 10, 11, 0.129611, 0.141573, 0.206422, 0.207493, 0.118395, 0.130292, 0.195333, 0.196387, 0.117628, 0.129525, 0.192874, 0.193943
3, 4, 5, 6, 8, 9, 10, 11, 0.113216, 0.124169, 0.175748, 0.176985, 0.10123, 0.112101, 0.159984, 0.161239, 0.10043, 0.111309, 0.15789, 0.159164
3, 4, 5, 6, 7, 9, 10, 11, 0.122903, 0.133904, 0.188063, 0.188876, 0.111042, 0.121984, 0.171468, 0.172314, 0.110291, 0.121235, 0.169369, 0.17023
3, 4, 5, 6, 7, 8, 10, 11, 0.13942, 0.150149, 0.219827, 0.220844, 0.121112, 0.13178, 0.198063, 0.199102, 0.120749, 0.131413, 0.196133, 0.197183
3, 4, 5, 6, 7, 8, 9, 11, 0.115333, 0.126152, 0.180131, 0.181159, 0.106741, 0.117501, 0.166473, 0.167535, 0.106028, 0.116795, 0.164791, 0.165871
3, 4, 5, 6, 7, 8, 9, 10, 0.129405, 0.140133, 0.199951, 0.200592, 0.118507, 0.129191, 0.183264, 0.183955, 0.117879, 0.128565, 0.181134, 0.181842
2, 5, 6, 7, 8, 9, 10, 11, 0.111973, 0.123452, 0.169578, 0.171039, 0.086736, 0.0981518, 0.126841, 0.128666, 0.0866677, 0.0980776, 0.126026, 0.127855
2, 4, 6, 7, 8, 9, 10, 11, 0.110088, 0.121371, 0.165873, 0.167109, 0.0889428, 0.100156, 0.129531, 0.130989, 0.088923, 0.100126, 0.1288, 0.130254
2, 4, 5, 7, 8, 9, 10, 11, 0.118012, 0.130485, 0.209028, 0.210299, 0.108385, 0.120796, 0.186334, 0.187704, 0.105059, 0.117473, 0.168349, 0.169905
2, 4, 5, 6, 8, 9, 10, 11, 0.0957486, 0.107057, 0.146401, 0.147985, 0.0839605, 0.0952176, 0.125108, 0.126884, 0.0839539, 0.0952041, 0.124274, 0.126052
2, 4, 5, 6, 7, 9, 10, 11, 0.10523, 0.116529, 0.15824, 0.15942, 0.0935442, 0.104815, 0.136846, 0.138218, 0.0935541, 0.10482, 0.135848, 0.137234
2, 4, 5, 6, 7, 8, 10, 11, 0.12764, 0.139019, 0.212915, 0.214168, 0.11349, 0.124815, 0.191614, 0.192947, 0.112153, 0.12348, 0.182965, 0.184397
2, 4, 5, 6, 7, 8, 9, 11, 0.101328, 0.112364, 0.156224, 0.157542, 0.0908559, 0.101866, 0.134846, 0.136366, 0.0908921, 0.101897, 0.134224, 0.135751
2, 4, 5, 6, 7, 8, 9, 10, 0.112726, 0.12359, 0.171054, 0.172057, 0.100897, 0.111744, 0.148116, 0.149352, 0.100656, 0.111507, 0.146801, 0.148059
2, 3, 6, 7, 8, 9, 10, 11, 0.111272, 0.121954, 0.162174, 0.163266, 0.0882697, 0.0988986, 0.12543, 0.12676, 0.0883699, 0.0990013, 0.125664, 0.126993
2, 3, 5, 7, 8, 9, 10, 11, 0.110035, 0.121943, 0.171604, 0.173028, 0.095924, 0.107789, 0.15058, 0.152194, 0.0961398, 0.108006, 0.150978, 0.152589
2, 3, 5, 6, 8, 9, 10, 11, 0.0951835, 0.106009, 0.139632, 0.141141, 0.0807887, 0.0915695, 0.117144, 0.118872, 0.0808086, 0.0915826, 0.11729, 0.119005
2, 3, 5, 6, 7, 9, 10, 11, 0.103032, 0.113854, 0.149017, 0.150152, 0.0892763, 0.100071, 0.127073, 0.12841, 0.0900571, 0.100844, 0.128156, 0.129475
2, 3, 5, 6, 7, 8, 10, 11, 0.120193, 0.131005, 0.186819, 0.188122, 0.0998747, 0.110655, 0.156983, 0.158541, 0.0999878, 0.110772, 0.157381, 0.158941
2, 3, 5, 6, 7, 8, 9, 11, 0.0948797, 0.105456, 0.139557, 0.140904, 0.0844685, 0.0950129, 0.121712, 0.12325, 0.0845824, 0.0951302, 0.121916, 0.123455
2, 3, 5, 6, 7, 8, 9, 10, 0.109194, 0.119566, 0.159479, 0.160437, 0.09767, 0.108025, 0.140095, 0.141257, 0.0977516, 0.108111, 0.140248, 0.141411
2, 3, 4, 7, 8, 9, 10, 11, 0.111327, 0.123112, 0.173464, 0.174665, 0.0993146, 0.111045, 0.155125, 0.156419, 0.0995098, 0.111243, 0.155543, 0.156835
2, 3, 4, 6, 8, 9, 10, 11, 0.0967589, 0.107387, 0.141865, 0.143107, 0.08448, 0.0950517, 0.122149, 0.123516, 0.0845502, 0.0951243, 0.122322, 0.123685
2, 3, 4, 6, 7, 9, 10, 11, 0.104707, 0.115199, 0.151103, 0.151882, 0.0928062, 0.103261, 0.131895, 0.13278, 0.0928647, 0.103326, 0.132037, 0.132927
2, 3, 4, 6, 7, 8, 10, 11, 0.122785, 0.13341, 0.19056, 0.191608, 0.105291, 0.115874, 0.164186, 0.165377, 0.105354, 0.115941, 0.164641, 0.165834
2, 3, 4, 6, 7, 8, 9, 11, 0.0966718, 0.107032, 0.141883, 0.14293, 0.0878538, 0.0981756, 0.126369, 0.127531, 0.0879333, 0.098259, 0.126511, 0.127675
2, 3, 4, 6, 7, 8, 9, 10, 0.110397, 0.120472, 0.160898, 0.161519, 0.101016, 0.111067, 0.144555, 0.145294, 0.101072, 0.111126, 0.14465, 0.145392
2, 3, 4, 5, 8, 9, 10, 11, 0.103254, 0.114912, 0.164324, 0.165746, 0.0972003, 0.108824, 0.155528, 0.157009, 0.0972719, 0.108898, 0.155585, 0.157069
2, 3, 4, 5, 7, 9, 10, 11, 0.111275, 0.123113, 0.173739, 0.174843, 0.105208, 0.117021, 0.164575, 0.165726, 0.105725, 0.117535, 0.165428, 0.166569
2, 3, 4, 5, 7, 8, 10, 11, 0.119772, 0.131397, 0.185899, 0.187314, 0.107488, 0.119096, 0.169073, 0.17055, 0.107217, 0.118824, 0.168825, 0.170303
2, 3, 4, 5, 7, 8, 9, 11, 0.103966, 0.115446, 0.165832, 0.167089, 0.100006, 0.111464, 0.158666, 0.159971, 0.100621, 0.112078, 0.159749, 0.161041
2, 3, 4, 5, 7, 8, 9, 10, 0.119517, 0.130858, 0.187643, 0.188519, 0.114322, 0.125648, 0.178819, 0.179749, 0.114356, 0.125684, 0.178791, 0.179723
2, 3, 4, 5, 6, 9, 10, 11, 0.0946894, 0.105243, 0.139669, 0.140796, 0.0888733, 0.0994109, 0.12967, 0.130892, 0.0889303, 0.0994708, 0.129777, 0.131001
2, 3, 4, 5, 6, 8, 10, 11, 0.113012, 0.123622, 0.179477, 0.180808, 0.100325, 0.110918, 0.160309, 0.161807, 0.100169, 0.110767, 0.160192, 0.161695
2, 3, 4, 5, 6, 8, 9, 11, 0.0901333, 0.100449, 0.135239, 0.136549, 0.0860299, 0.0963212, 0.127166, 0.128558, 0.086225, 0.0965066, 0.127705, 0.129079
2, 3, 4, 5, 6, 8, 9, 10, 0.101173, 0.111227, 0.150274, 0.151223, 0.0958754, 0.105922, 0.14015, 0.1412, 0.0958667, 0.105916, 0.140138, 0.141191
2, 3, 4, 5, 6, 7, 10, 11, 0.119268, 0.13, 0.186219, 0.187238, 0.109394, 0.12011, 0.171347, 0.172438, 0.110052, 0.120761, 0.172686, 0.173763
2, 3, 4, 5, 6, 7, 9, 11, 0.0981074, 0.108245, 0.144964, 0.145773, 0.0934687, 0.103607, 0.135738, 0.136658, 0.0935788, 0.103708, 0.135908, 0.136821
2, 3, 4, 5, 6, 7, 9, 10, 0.120673, 0.130247, 0.177424, 0.177719, 0.116414, 0.125997, 0.168478, 0.168882, 0.116344, 0.125919, 0.168393, 0.168794
2, 3, 4, 5, 6, 7, 8, 11, 0.114359, 0.124759, 0.18145, 0.182664, 0.106398, 0.116782, 0.168048, 0.169348, 0.106201, 0.11659, 0.16806, 0.169362
2, 3, 4, 5, 6, 7, 8, 10, 0.126159, 0.136446, 0.198281, 0.199138, 0.11743, 0.127708, 0.183859, 0.18478, 0.118241, 0.12851, 0.185467, 0.186372
2, 3, 4, 5, 6, 7, 8, 9, 0.112496, 0.122077, 0.168398, 0.168995, 0.105011, 0.114593, 0.153862, 0.154587, 0.105043, 0.114631, 0.153944, 0.154676
